Publication Type,Authors,Author Full Names,Article Title,Source Title,ISSN,eISSN,ISBN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Book DOI,UT (Unique WOS ID)
J,"Murphy, CA; Pollock, AMM; Arismendi, I; Johnson, SL","Murphy, Christina A.; Pollock, Amanda M. M.; Arismendi, Ivan; Johnson, Sherri L.",HABs and HAB nots: Dynamics of phytoplankton blooms across similar oligotrophic reservoirs,LIMNOLOGICA,0075-9511,1873-5851,,2023,103,,,,126110,10.1016/j.limno.2023.126110,,WOS:001091794800001
J,"Lengyel, E; Stenger-Kovacs, C; Boros, G; Al-Imari, TJK; Novák, Z; Bernát, G","Lengyel, Edina; Stenger-Kovacs, Csilla; Boros, Gergely; Al-Imari, Tiba Jassam Kaison; Novak, Zoltan; Bernat, Gabor",Anticipated impacts of climate change on the structure and function of phytobenthos in freshwater lakes,ENVIRONMENTAL RESEARCH,0013-9351,1096-0953,,2023,238,,,,117283,10.1016/j.envres.2023.117283,,WOS:001086949100001
J,"Santovito, A; Pappalardo, A; Nota, A; Prearo, M; Schleicherová, D","Santovito, Alfredo; Pappalardo, Alessia; Nota, Alessandro; Prearo, Marino; Schleicherova, Dasa",Lymnaea stagnalis and Ophryotrocha diadema as Model Organisms for Studying Genotoxicological and Physiological Effects of Benzophenone-3,TOXICS,,2305-6304,,2023,11,10,,,827,10.3390/toxics11100827,,WOS:001094311000001
J,"Arnette, SD; Simonitis, LE; Egan, JP; Cohen, KE; Kolmann, MA","Arnette, S. D.; Simonitis, L. E.; Egan, J. P.; Cohen, K. E.; Kolmann, M. A.",True grit? Comparative anatomy and evolution of gizzards in fishes,JOURNAL OF ANATOMY,0021-8782,1469-7580,,2024,244,2,260,273,,10.1111/joa.13956,,WOS:001074691200001
J,"Blackburn-Desbiens, P; Grosbois, G; Power, M; Culp, J; Rautio, M","Blackburn-Desbiens, Penelope; Grosbois, Guillaume; Power, Michael; Culp, Joseph; Rautio, Milla",Integrating hydrological connectivity and zooplankton composition in Arctic ponds and lakes,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2023,68,12,2131,2150,,10.1111/fwb.14181,,WOS:001070535300001
J,"Grizancic, L; Baricevic, A; Tankovic, MS; Vlasicek, I; Knjaz, M; Podolsak, I; Kogovsek, T; Pfannkuchen, MA; Pfannkuchen, DM","Grizancic, Lana; Baricevic, Ana; Tankovic, Mirta Smodlaka; Vlasicek, Ivan; Knjaz, Mia; Podolsak, Ivan; Kogovsek, Tjasa; Pfannkuchen, Martin Andreas; Pfannkuchen, Daniela Mario",A metabarcode based (species) inventory of the northern Adriatic phytoplankton,BIODIVERSITY DATA JOURNAL,1314-2836,1314-2828,,2023,11,,,,e106947,10.3897/BDJ.11.e106947,,WOS:001093189000001
J,"Santangeli, A; Weigel, B; Anto, LH; Kaarlejärvi, E; Hällfors, M; Lehikoinen, A; Lindén, A; Salemaa, M; Tonteri, T; Merilä, P; Vuorio, K; Ovaskainen, O; Vanhatalo, J; Roslin, T; Saastamoinen, M","Santangeli, Andrea; Weigel, Benjamin; Anto, Laura H.; Kaarlejaervi, Elina; Haellfors, Maria; Lehikoinen, Aleksi; Linden, Andreas; Salemaa, Maija; Tonteri, Tiina; Merilae, Paeivi; Vuorio, Kristiina; Ovaskainen, Otso; Vanhatalo, Jarno; Roslin, Tomas; Saastamoinen, Marjo",Mixed effects of a national protected area network on terrestrial and freshwater biodiversity,NATURE COMMUNICATIONS,,2041-1723,,2023,14,1,,,5426,10.1038/s41467-023-41073-4,,WOS:001087583700003
J,"Stefanidis, K; Oikonomou, A; Dimitrellos, G; Tsoukalas, D; Papastergiadou, E","Stefanidis, Konstantinos; Oikonomou, Anthi; Dimitrellos, Georgios; Tsoukalas, Dionysios; Papastergiadou, Eva",Relationships between Environmental Factors and Functional Traits of Macrophyte Assemblages in Running Waters of Greece,DIVERSITY-BASEL,,1424-2818,,2023,15,9,,,949,10.3390/d15090949,,WOS:001071622800001
J,"Tóth, F; Zsuga, K; Kerepeczki, E; Kovács, B; Magura, T; Körmöczi, L; Lövei, GL","Toth, Florian; Zsuga, Katalin; Kerepeczki, Eva; Kovacs, Balazs; Magura, Tibor; Kormoczi, Laszlo; Lovei, Gabor L.",Discordant spatiotemporal dynamics of functional and phylogenetic diversity of rotiferan communities exposed to aquaculture effluent,ECOLOGY AND EVOLUTION,2045-7758,,,2023,13,9,,,e10503,10.1002/ece3.10503,,WOS:001062403200001
J,"Zhang, Y; Shen, RJ; Li, KY; Li, QS; Chen, HH; He, H; Gu, XH; Mao, ZG; Johnson, RK","Zhang, You; Shen, Ruijie; Li, Kuanyi; Li, Qisheng; Chen, Huihui; He, Hu; Gu, Xiaohong; Mao, Zhigang; Johnson, Richard K.",Top-down effects of filter-feeding fish and bivalves moderate bottom-up effects of nutrients on phytoplankton in subtropical shallow lakes: An outdoor mesocosm study,ECOLOGY AND EVOLUTION,2045-7758,,,2023,13,9,,,e10567,10.1002/ece3.10567,,WOS:001069182100001
J,"Kankiliç, GB; Koraltan, I; Erkmen, B; Çagan, AS; Çirak, T; Özen, M; Seyfe, M; Altindag, A; Tavsanoglu, UN","Kankilic, Gokben Basaran; Koraltan, Idris; Erkmen, Belda; Cagan, Ali Serhan; Cirak, Tamer; Ozen, Mihriban; Seyfe, Melike; Altindag, Ahmet; Tavsanoglu, Ulku Nihan","Size-selective microplastic uptake by freshwater organisms: Fish, mussel, and zooplankton",ENVIRONMENTAL POLLUTION,0269-7491,1873-6424,,2023,336,,,,122445,10.1016/j.envpol.2023.122445,,WOS:001067204200001
J,"Çelekli, A; Lekesiz, Ö; Çetin, T","Celekli, Abuzer; Lekesiz, Omer; Cetin, Tolga",Limno-assessment of phytoplankton composition in relation to environmental conditions of lakes in Antalya River Basin,ENVIRONMENTAL QUALITY MANAGEMENT,1088-1913,1520-6483,,2023,33,2,405,417,,10.1002/tqem.22093,,WOS:001109860300001
J,"Reed, KA; Williamson, RT; Lee, SG; Lee, JH; Covi, JA","Reed, Katherine A.; Williamson, R. Thomas; Lee, Sung Gu; Lee, Jun Hyuck; Covi, Joseph A.",Reversible intracellular acidification and depletion of NTPs provide a potential physiological origin for centuries of dormancy in an Antarctic freshwater copepod,SCIENTIFIC REPORTS,2045-2322,,,2023,13,1,,,,10.1038/s41598-023-40180-y,,WOS:001050087800029
J,"Titocci, J; Fink, P","Titocci, Jessica; Fink, Patrick",Disturbance alters phytoplankton functional traits and consequently drives changes in zooplankton life-history traits and lipid composition,HYDROBIOLOGIA,0018-8158,1573-5117,,2024,851,1,161,180,,10.1007/s10750-023-05323-2,,WOS:001046081300002
J,"Liu, HL; Cheng, WQ; Xiong, P; Li, HM; Liu, ZG; Ai, JW; Yuan, DB; Wan, F; Wan, Y; Zou, H; Shu, P","Liu, Huili; Cheng, Wanqing; Xiong, Peng; Li, Huimin; Liu, Zugen; Ai, Jiawei; Yuan, Dingbo; Wan, Fei; Wan, Ying; Zou, Hao; Shu, Peng","Temporal variation of plankton and zoobenthos communities in a freshwater reservoir: Structure feature, construction mechanism, associated symbiosis and environmental response",ECOLOGICAL INDICATORS,1470-160X,1872-7034,,2023,154,,,,110774,10.1016/j.ecolind.2023.110774,,WOS:001062856400001
J,"Yang, YL; Wang, H; Yan, SW; Wang, T; Zhang, PY; Zhang, H; Wang, HX; Hansson, LA; Xu, J","Yang, Yalan; Wang, Huan; Yan, Shuwen; Wang, Tao; Zhang, Peiyu; Zhang, Huan; Wang, Hongxia; Hansson, Lars-Anders; Xu, Jun",Chemodiversity of Cyanobacterial Toxins Driven by Future Scenarios of Climate Warming and Eutrophication,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851,,2023,57,32,11767,11778,,10.1021/acs.est.3c02257,,WOS:001040267600001
J,"Guermazi, W; El-khateeb, M; Abu-Dalo, M; Sallemi, I; Al-Rahahleh, B; Rekik, A; Belmonte, G; Ayadi, H; Annabi-Trabelsi, N","Guermazi, Wassim; El-khateeb, Mohammad; Abu-Dalo, Muna; Sallemi, Ikbel; Al-Rahahleh, Bashar; Rekik, Amira; Belmonte, Genuario; Ayadi, Habib; Annabi-Trabelsi, Neila","Assessment of the Zooplankton Community and Water Quality in an Artificial Freshwater Lake from a Semi-Arid Area (Irbid, Jordan)",WATER,,2073-4441,,2023,15,15,,,2796,10.3390/w15152796,,WOS:001046371800001
J,"Neptune, TC; Benard, MF","Neptune, Troy C. C.; Benard, Michael F. F.",Photoperiod effects in a freshwater community: Amphibian larvae develop faster and zooplankton abundance increases under an early-season photoperiod,ECOLOGY AND EVOLUTION,2045-7758,,,2023,13,8,,,e10400,10.1002/ece3.10400,,WOS:001044331600001
J,"Zhu, YM; Qi, QS; Lu, XX; Fan, YW; Liu, Y; Tan, X","Zhu, Yimin; Qi, Qingsong; Lu, Xinxin; Fan, Yawen; Liu, Yan; Tan, Xiang",Local environmental variables outperform spatial and land use pattern in the maintenance and assembly of phytoplankton communities in the wetland cluster,JOURNAL OF CLEANER PRODUCTION,0959-6526,1879-1786,,2023,419,,,,138275,10.1016/j.jclepro.2023.138275,,WOS:001052143700001
J,"Giacomini, HC; de Kerckhove, DT; Kopf, V; Chu, C","Giacomini, Henrique Correa; de Kerckhove, Derrick T.; Kopf, Victoria; Chu, Cindy",Statistical modelling of aquatic size spectra: integrating data from multiple taxa and sampling methods,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,1463-4988,1539-4077,,2023,26,3,17,25,,10.14321/aehm.026.03.17,,WOS:001184700900004
J,"Hernández-García, CI; Martínez-Jerónimo, F","Hernandez-Garcia, Claudia Ivette; Martinez-Jeronimo, Fernando",Changes in the morphology and cell ultrastructure of a microalgal community exposed to a commercial glyphosate formulation and a toxigenic cyanobacterium,FRONTIERS IN MICROBIOLOGY,,1664-302X,,2023,14,,,,1195776,10.3389/fmicb.2023.1195776,,WOS:001024468800001
J,"Wang, ZK; Yu, SM; Nie, YF; Zhang, N; Zhu, WT; Zhou, ZQ; Diao, JL","Wang, Zikang; Yu, Simin; Nie, Yufan; Zhang, Ning; Zhu, Wentao; Zhou, Zhiqiang; Diao, Jinling","Interspecific insights into direct and indirect effects of acetochlor on interactions between daphnids and microalgae: Toxic, trophic, and grazer-infochemical responses",SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,,2023,892,,,,164718,10.1016/j.scitotenv.2023.164718,,WOS:001026200300001
J,"Razak, MR; Aris, AZ; Yusoff, FM; Yusof, ZNB; Kim, SD; Kim, KW","Razak, Muhammad Raznisyafiq; Aris, Ahmad Zaharin; Yusoff, Fatimah Md; Yusof, Zetty Norhana Balia; Kim, Sang Don; Kim, Kyoung Woong",De Novo Transcriptomic and Life-History Responses of Moina Micrura Under Stress Environment Conditions,MARINE BIOTECHNOLOGY,1436-2228,1436-2236,,2023,25,3,473,487,,10.1007/s10126-023-10220-9,,WOS:001005825000001
J,"Castilho-Noll, MSM; Perbiche-Neves, G; dos Santos, NG; Schwind, LTF; Lansac-Tôha, FM; da Silva, ACS; de Meira, BR; Joko, CY; de Morais, CS; Silva, EEC; Eskinazi-Sant'Anna, EM; Oliveira, FR; Santos, GD; da Silva, JVF; Portinho, JL; de Araujo-Paina, K; Chiarelli, LJ; Diniz, LP; Braghin, LDM; Velho, LFM; de Souza, MET; da Silva, MLC; Rocha, MA; Progênio, M; Ferreira, N; Cirillo, PH; Morari, PHR; Arrieira, RL; Mantovano, T; Gazulha, V; de Melo, VLDA; Ghidini, AR; de melo Junior, MD; Lansac-Toha, FA; Bonecker, CC; Simoes, NR","Castilho-Noll, Maria Stela Maioli; Perbiche-Neves, Gilmar; dos Santos, Natan Guilherme; Schwind, Leilane Talita Fatoreto; Lansac-Toha, Fernando Miranda; da Silva, Alan Cleber Santos; de Meira, Bianca Ramos; Joko, Ciro Yoshio; de Morais-Junior, Claudio Simoes; Silva, Edissa Emi Cortez; Eskinazi-Sant'Anna, Eneida Maria; Oliveira, Felipe Rafael; Santos, Gleice de Souza; da Silva, Joao Vitor Fonseca; Portinho, Jorge Laco; de Araujo-Paina, Karime; Chiarelli, Laura Jardim; Diniz, Leidiane Pereira; Braghin, Louizi de Souza Magalha; Velho, Luiz Felipe Machado; de Souza, Maria Eduarda Turcato; da Silva, Mariana Lessa Carneiro; Rocha, Mariane Amorim; Progenio, Melissa; Ferreira, Natalia; Cirillo, Pedro Henrique; Morari, Pedro Henrique Ribeiro; Arrieira, Rodrigo Leite; Mantovano, Tatiane; Gazulha, Vanessa; de Melo, Viviane Lucia dos Santos Almeida; Ghidini, Andre Ricardo; de Melo Junior, Mauro; Lansac-Toha, Fabio Amodeo; Bonecker, Claudia Costa; Simoes, Nadson Ressye",A review of 121 years of studies on the freshwater zooplankton of Brazil,LIMNOLOGICA,0075-9511,1873-5851,,2023,100,,,,126057,10.1016/j.limno.2023.126057,,WOS:001030262000001
J,"Alvarez-Codesal, S; Faillace, CA; Garreau, A; Bestion, E; Synodinos, AD; Montoya, JM","Alvarez-Codesal, Soraya; Faillace, Cara A.; Garreau, Alexandre; Bestion, Elvire; Synodinos, Alexis D.; Montoya, Jose M.",Thermal mismatches explain consumer-resource dynamics in response to environmental warming,ECOLOGY AND EVOLUTION,2045-7758,,,2023,13,6,,,e10179,10.1002/ece3.10179,,WOS:001008547100001
J,"Rogalski, MA; Ferah, U","Rogalski, Mary A.; Ferah, Utku",Lake water chemistry and population of origin interact to shape fecundity and growth in Daphnia ambigua,ECOLOGY AND EVOLUTION,2045-7758,,,2023,13,6,,,e10176,10.1002/ece3.10176,,WOS:001015486000001
J,"Vilgrain, L; Maps, F; Basedow, S; Trudnowska, E; Madoui, MA; Niehoff, B; Ayata, SD","Vilgrain, Laure; Maps, Frederic; Basedow, Suennje; Trudnowska, Emilia; Madoui, Mohammed-Amin; Niehoff, Barbara; Ayata, Sakina-Dorothee",Copepods' true colors: astaxanthin pigmentation as an indicator of fitness,ECOSPHERE,2150-8925,,,2023,14,6,,,e4489,10.1002/ecs2.4489,,WOS:001003030400001
J,"Volkova, EN; Zadereev, ES","Volkova, Elena N.; Zadereev, Egor S.",Combined Effect of Methylfarnezoate and Food Concentration on the Reproductive Parameters of Two Cladoceran Species of the Genus Moina,VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-BIOLOGIYA,1998-8591,2311-2077,,2023,,62,94,108,,10.17223/19988591/62/5,,WOS:001112524000005
J,"Walker, RH; Belvin, AC; Mouser, JB; Pennino, A; Plont, S; Robinson, CD; Smith, LB; Thapa, J; Zipper, CE; Angermeier, PL; Entrekin, SA","Walker, Richard H.; Belvin, Abigail C.; Mouser, Joshua B.; Pennino, Amanda; Plont, Stephen; Robinson, Christopher D.; Smith, Lucy B.; Thapa, Jyoti; Zipper, Carl E.; Angermeier, Paul L.; Entrekin, Sally A.","Global review reveals how disparate study motivations, analytical designs, and focal ions limit understanding of salinization effects on freshwater animals",SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,,2023,892,,,,164061,10.1016/j.scitotenv.2023.164061,,WOS:001024698400001
J,"Hernández-Zamora, M; Rodríguez-Miguel, A; Martínez-Jerónimo, L; Martínez-Jerónimo, F","Hernandez-Zamora, Miriam; Rodriguez-Miguel, Alma; Martinez-Jeronimo, Laura; Martinez-Jeronimo, Fernando",Combined Toxicity of Glyphosate (Faena®) and Copper to the American Cladoceran Daphnia exilis-A Two-Generation Analysis,WATER,,2073-4441,,2023,15,11,,,2018,10.3390/w15112018,,WOS:001006059000001
J,"Ramaekers, L; Vanschoenwinkel, B; Brendonck, L; Pinceel, T","Ramaekers, Lana; Vanschoenwinkel, Bram; Brendonck, Luc; Pinceel, Tom",Elevated dissolved carbon dioxide and associated acidification delays maturation and decreases calcification and survival in the freshwater crustacean Daphnia magna,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2023,68,7,1624,1635,,10.1002/lno.12372,,WOS:000985751500001
J,"Branco, CWC; Fintelman-Oliveira, E; Miranda, VBD","Branco, Christina Wyss Castelo; Fintelman-Oliveira, Ewerton; Miranda, Viviane Bernardes dos Santos",A review of functional approaches for the study of freshwater communities with a focus on zooplankton,HYDROBIOLOGIA,0018-8158,1573-5117,,2023,850,21,4719,4744,,10.1007/s10750-023-05227-1,,WOS:000978134000001
J,"Twardochleb, LA; Zarnetske, PL; Klausmeier, CA","Twardochleb, Laura A.; Zarnetske, Phoebe L.; Klausmeier, Christopher A.",Life-history responses to temperature and seasonality mediate ectotherm consumer-resource dynamics under climate warming,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,1471-2954,,2023,290,1997,,,20222377,10.1098/rspb.2022.2377,,WOS:000976014100002
J,"Earl, BC; McIntosh, AR; O'Regan, RP; Brown, SK; Warburton, HJ","Earl, Brittany C.; McIntosh, Angus R.; O'Regan, Ryan P.; Brown, Saskia K.; Warburton, Helen J.",Invasion of a non-native anuran likely disrupts pond ecosystems,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2023,68,7,1194,1210,,10.1111/fwb.14097,,WOS:000972178100001
J,"De Meester, L; Declerck, SAJ; Ger, KA","De Meester, Luc; Declerck, Steven A. J.; Ger, Kemal Ali",Beyond Daphnia: a plea for a more inclusive and unifying approach to freshwater zooplankton ecology,HYDROBIOLOGIA,0018-8158,1573-5117,,2023,850,21,4693,4703,,10.1007/s10750-023-05217-3,,WOS:000968104900001
J,"Torres, R; Reid, B; Pizarro, G; Frangópulos, M; Alarcón, E; Márquez, M; Díaz-Rosas, F; Menschel, E; González, HE; Moreno-Meynard, P; Montero, P; Pacheco, H; Pinto-Torres, M; Alarcón, C; Ibañez, R; Hawkings, J","Torres, Rodrigo; Reid, Brian; Pizarro, Gemita; Frangopulos, Maximo; Alarcon, Emilio; Marquez, Magdalena; Diaz-Rosas, Francisco; Menschel, Eduardo; Gonzalez, Humberto E.; Moreno-Meynard, Paulo; Montero, Paulina; Pacheco, Hernan; Pinto-Torres, Marco; Alarcon, Cesar; Ibanez, Rodrigo; Hawkings, Jon",Iron and silicic acid addition effects on early spring macronutrient drawdown and biogenic silica production of Patagonia estuarine waters,PROGRESS IN OCEANOGRAPHY,0079-6611,1873-4472,,2023,214,,,,102982,10.1016/j.pocean.2023.102982,,WOS:000982541400001
J,"Tökölyi, J","Tokolyi, Jacint",Warming increases survival and asexual fitness in a facultatively sexual freshwater cnidarian with winter diapause,ECOLOGY AND EVOLUTION,2045-7758,,,2023,13,4,,,e9981,10.1002/ece3.9981,,WOS:000968764400001
J,"Boisseaux, P; Hopkinson, P; Santillo, D; Smith, C; Garmulewicz, A; Powell, Z; Galloway, T","Boisseaux, Paul; Hopkinson, Peter; Santillo, David; Smith, Charlene; Garmulewicz, Alysia; Powell, Zoe; Galloway, Tamara",Environmental safety of second and third generation bioplastics in the context of the circular economy,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,1090-2414,,2023,256,,,,114835,10.1016/j.ecoenv.2023.114835,,WOS:000968806600001
J,"Klasios, N; Tseng, M","Klasios, Natasha; Tseng, Michelle",Microplastics in subsurface water and zooplankton from eight lakes in British Columbia,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,0706-652X,1205-7533,,2023,80,8,1248,1267,,10.1139/cjfas-2022-0293,,WOS:000978403300001
J,"Mavrianos, S; Manzi, F; Agha, R; Azoubib, N; Schampera, C; Wolinska, J","Mavrianos, Stylianos; Manzi, Florent; Agha, Ramsy; Azoubib, Noemi; Schampera, Charlotte; Wolinska, Justyna",Nanoplastics modulate the outcome of a zooplankton-microparasite interaction,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2023,68,5,847,859,,10.1111/fwb.14068,,WOS:000950708000001
J,"Smits, AP; Loken, LC; Van Nieuwenhuyse, EE; Young, MJ; Stumpner, PR; Lenoch, LEK; Burau, JR; Dahlgren, RA; Brown, T; Sadro, S","Smits, Adrianne P.; Loken, Luke C.; Van Nieuwenhuyse, Erwin E.; Young, Matthew J.; Stumpner, Paul R.; Lenoch, Leah E. K.; Burau, Jon R.; Dahlgren, Randy A.; Brown, Tiffany; Sadro, Steven",Hydrodynamics structure plankton communities and interactions in a freshwater tidal estuary,ECOLOGICAL MONOGRAPHS,0012-9615,1557-7015,,2023,93,2,,,,10.1002/ecm.1567,,WOS:000948547500001
J,"Heuvel, CE; Zhao, YM; Fisk, AT","Heuvel, Cecilia Elizabeth; Zhao, Yingming; Fisk, Aaron Thomas","Influence of spatial and temporal variation on establishing stable isotope baselines of δ15N, δ13C, and δ34S in a large freshwater lake",FRESHWATER BIOLOGY,0046-5070,1365-2427,,2023,68,5,806,820,,10.1111/fwb.14065,,WOS:000942337500001
J,"He, FZ; Arora, R; Mansour, I","He, Fengzhi; Arora, Roshni; Mansour, India",Multispecies assemblages and multiple stressors: Synthesizing the state of experimental research in freshwaters,WILEY INTERDISCIPLINARY REVIEWS-WATER,2049-1948,,,2023,10,3,,,,10.1002/wat2.1641,,WOS:000939785600001
J,"Yang, LJ; Tao, Y; Jiang, X; Wang, Y; Li, YH; Zhou, L; Wang, PZ; Li, YY; Zhao, X; Wang, HJ; Jeppesen, E; Xie, P","Yang, Li-Juan; Tao, Ya; Jiang, Xia; Wang, Ying; Li, Ye-Hao; Zhou, Long; Wang, Pu-Ze; Li, Yuan-Yuan; Zhao, Xu; Wang, Hai-Jun; Jeppesen, Erik; Xie, Ping",Interactive effects of nutrients and salinity on zooplankton in subtropical plateau lakes with contrasting water depth,FRONTIERS IN ENVIRONMENTAL SCIENCE,,2296-665X,,2023,11,,,,1110746,10.3389/fenvs.2023.1110746,,WOS:000948498100001
J,"Liu, Y; Jiang, XF; Li, DP; Shen, JC; An, SQ; Leng, X","Liu, Yan; Jiang, Xufei; Li, Dianpeng; Shen, Jiachen; An, Shuqing; Leng, Xin",Intensive human land uses cause the biotic homogenization of algae and change their assembly process in a major watershed of China,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,,2023,871,,,,162115,10.1016/j.scitotenv.2023.162115,,WOS:000945054500001
J,"Wang, YQ; Bai, JH; Wen, LX; Wang, W; Zhang, L; Liu, Z; Liu, HZ","Wang, Yaqi; Bai, Junhong; Wen, Lixiang; Wang, Wei; Zhang, Ling; Liu, Zhe; Liu, Haizhu",Phytotoxicity of microplastics to the floating plant Spirodela polyrhiza (L.): Plant functional traits and metabolomics,ENVIRONMENTAL POLLUTION,0269-7491,1873-6424,,2023,322,,,,121199,10.1016/j.envpol.2023.121199,,WOS:000944534100001
J,"Wu, NC; Zhang, M; Qu, XD; Martinez-Capel, F","Wu, Naicheng; Zhang, Min; Qu, Xiaodong; Martinez-Capel, Francisco",Biodiversity conservation and ecological function restoration in freshwater ecosystems,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X,,,2023,11,,,,1137985,10.3389/fevo.2023.1137985,,WOS:000936073200001
J,"Froneman, PW","Froneman, Pierre William","The Effect of Salinity on the Egg Production Rate of the Sac-Spawning Calanoid Copepod, Pseudodiaptomus hessei, in a Temporarily Open/Closed Southern African Estuary",DIVERSITY-BASEL,,1424-2818,,2023,15,2,,,263,10.3390/d15020263,,WOS:000944987400001
J,"Kanaya, G","Kanaya, Gen",Effects of seasonal irrigation subsidies on the dietary components of estuarine detritus feeders: stable isotopic analysis focusing on nereidid polychaetes,PLANKTON & BENTHOS RESEARCH,1880-8247,1882-627X,,2023,18,1,21,33,,10.3800/pbr.18.21,,WOS:001000124100003
J,"Ilic, M; Walden, S; Hammerstein, SK; Stockenreiter, M; Stibor, H; Fink, P","Ilic, Maja; Walden, Susanne; Hammerstein, Sara K.; Stockenreiter, Maria; Stibor, Herwig; Fink, Patrick",Pigment and fluorescence proxies to estimate functional diversity of phytoplankton communities,FUNDAMENTAL AND APPLIED LIMNOLOGY,1863-9135,,,2023,196,3-4,229,249,,10.1127/fal/2023/1466,,WOS:000911914800001
J,"Lee, SH; Yun, MS; Jang, HK; Kang, JJ; Kim, K; Lee, D; Jo, N; Park, SH; Lee, JH; Ahn, SH; Stockwell, DA; Whitledge, TE","Lee, Sang H.; Yun, Mi Sun; Jang, Hyo Keun; Kang, Jae Joong; Kim, Kwanwoo; Lee, Dabin; Jo, Naeun; Park, Sang Hoon; Lee, Jang Han; Ahn, So Hyun; Stockwell, Dean A.; Whitledge, Terry E.",Size-differential photosynthetic traits of phytoplankton in the Chukchi Sea,CONTINENTAL SHELF RESEARCH,0278-4343,1873-6955,,2023,255,,,,104933,10.1016/j.csr.2023.104933,,WOS:000924217500001
J,"Machate, O; Schmeller, DS; Schulze, T; Brack, W","Machate, Oliver; Schmeller, Dirk S.; Schulze, Tobias; Brack, Werner",Review: mountain lakes as freshwater resources at risk from chemical pollution,ENVIRONMENTAL SCIENCES EUROPE,2190-4707,2190-4715,,2023,35,1,,,3,10.1186/s12302-022-00710-3,,WOS:000912717400001
J,"Gunathilaka, MDKL; Bao, SY; Liu, XX; Li, Y; Pan, Y","Gunathilaka, M. D. K. Lakmali; Bao, Siyi; Liu, Xiaoxuan; Li, Ya; Pan, Ying",Antibiotic Pollution of Planktonic Ecosystems: A Review Focused on Community Analysis and the Causal Chain Linking Individual- and Community-Level Responses,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851,,2023,57,3,1199,1213,,10.1021/acs.est.2c06787,,WOS:000924196300001
J,"Marin, V; Arranz, I; Grenouillet, G; Cucherousset, J","Marin, Valentin; Arranz, Ignasi; Grenouillet, Gael; Cucherousset, Julien",Fish size spectrum as a complementary biomonitoring approach of freshwater ecosystems,ECOLOGICAL INDICATORS,1470-160X,1872-7034,,2023,146,,,,109833,10.1016/j.ecolind.2022.109833,,WOS:000964776100001
J,"Song, LR; Jia, YL; Qin, BQ; Li, RH; Carmichael, W; Gan, NQ; Xu, H; Shan, K; Sukenik, A","Song, Lirong; Jia, Yunlu; Qin, Boqiang; Li, Renhui; Carmichael, Wayne W.; Gan, Nanqin; Xu, Hai; Shan, Kun; Sukenik, Assaf","Harmful Cyanobacterial Blooms: Biological Traits, Mechanisms, Risks, and Control Strategies",ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES,1543-5938,1545-2050,,2023,48,,123,147,,10.1146/annurev-environ-112320-081653,,WOS:001101629000005
J,"Theus, ME; Michaels, J; Fey, SB","Theus, Meredith E.; Michaels, Julia; Fey, Samuel B.",Interactive effects of temperature and bisphenol A on phytoplankton growth and community structure,CONSERVATION PHYSIOLOGY,2051-1434,,,2023,11,1,,,coad021,10.1093/conphys/coad021,,WOS:000981155500001
J,"Chiriac, MC; Haber, M; Salcher, MM","Chiriac, Maria-Cecilia; Haber, Markus; Salcher, Michaela M.",Adaptive genetic traits in pelagic freshwater microbes,ENVIRONMENTAL MICROBIOLOGY,1462-2912,1462-2920,,2023,25,3,606,641,,10.1111/1462-2920.16313,,WOS:000905443900001
J,"Weigel, B; Kotamäki, N; Malve, O; Vuorio, K; Ovaskainen, O","Weigel, Benjamin; Kotamaki, Niina; Malve, Olli; Vuorio, Kristiina; Ovaskainen, Otso",Macrosystem community change in lake phytoplankton and its implications for diversity and function,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,1466-8238,,2023,32,2,295,309,,10.1111/geb.13626,,WOS:000901793600001
