"","paper","doi"
"202","Jones M., Forn I., Gadelha C., Egan M., Bass D., Massana R., Richards T. : Discovery of novel intermediate forms redefines the fungal tree of life, Nature, 2011, 474(7350), 200-203, doi: 10.1038/nature09984","10.1038/nature09984"
"203","Karpov S., Letcher P., Mamkaeva M., Mamkaeva K. : Phylogenetic position of the genus Mesochytrium (Chytridiomycota) based on zoospore ultrastructure and sequences from the 18S and 28S rRNA gene, Nova Hedwigia, 2010, 90(1-2), 81-94, doi: 10.1127/0029-5035/2010/0090-0081","10.1127/0029-5035/2010/0090-0081"
"204","Barr D., Hartmann V. : Zoospore ultrastructure of three Chytridium species and Rhizoclosmatium globosum, Canadian Journal of Botany, 1976, 54(17), 2000-2013, doi: 10.1139/b76-214","10.1139/b76-214"
"205","Stanier R. : The Cultivation and Nutrient Requirements of a Chytridiaceous Fungus, Rhizophlyctis rosea, Journal of Bacteriology, 1942, 43(4), 499-520, doi: 10.1128/jb.43.4.499-520.1942","10.1128/jb.43.4.499-520.1942"
"206","Letcher P., Powell M., Viusent M. : Rediscovery of an unusual chytridiaceous fungus new to the order Rhizophydiales, Mycologia, 2008, 100(2), 325-334, doi: 10.1080/15572536.2008.11832488","10.1080/15572536.2008.11832488"
"207","Barr D., Hadland-Hartmann V. : Zoospore ultrastructure in the genus Rhizophydium (Chytridiales), Canadian Journal of Botany, 1978, 56(19), 2380-2404, doi: 10.1139/b78-290","10.1139/b78-290"
"208","Barr D. : The classification of Spizellomyces, Gaertneriomyces, Triparticalcar, and Kochiomyces (Spizellomycetales, Chytridiomycetes), Canadian Journal of Botany, 1984, 62(6), 1171-1201, doi: 10.1139/b84-161","10.1139/b84-161"
"209","Doggett M., Porter D. : Observations ofZygorhizidiumsp. parasitic onPediastrum duplex, Mycologia, 1994, 86(2), 199-202, doi: 10.1080/00275514.1994.12026394","10.1080/00275514.1994.12026394"
"210","Simmons DR., James TY., Meyer AF., Longcore JE. : Lobulomycetales, a new order in the Chytridiomycota, Mycological Research, 2009, 113(4), 450-460, doi: 10.1016/j.mycres.2008.11.019","10.1016/j.mycres.2008.11.019"
"211","Sekimoto S., Rochon D., Long J., Dee J., Berbee M. : A multigene phylogeny of Olpidium and its implications for early fungal evolution, BMC Evolutionary Biology, 2011, 11(1), 331, doi: 10.1186/1471-2148-11-331","10.1186/1471-2148-11-331"
"212","Al-Hatmi A., Balkhair A., Al-Busaidi I., Sandoval-Denis M., Al-Housni S., Ba Taher H., Al Shehhi A., Raniga S., Al Shaibi M., Al Siyabi T., Meis J., De Hoog G., Al-Rawahi A., Al Muharrmi Z., Al-Harrasi A., Al Adawi B. : Basidiobolus omanensis sp. nov. Causing Angioinvasive Abdominal Basidiobolomycosis, Journal of Fungi, 2021, 7(8), 653, doi: 10.3390/jof7080653","10.3390/jof7080653"
"213","Degawa Y., Tokumasu S. : Two new homothallic species of Mortierella, M. cogitans, and M. microzygospora, and their zygospore formation, Mycologia, 1998, 90(6), 1040-1046, doi: 10.1080/00275514.1998.12027003","10.1080/00275514.1998.12027003"
"214","Reynolds N., Benny G., Ho H., Hou Y., Crous P., Smith M. : Phylogenetic and morphological analyses of the mycoparasitic genus  Piptocephalis, Mycologia, 2019, 111(1), 54-68, doi: 10.1080/00275514.2018.1538439","10.1080/00275514.2018.1538439"
"215","Glockling S., Marshall W., Gleason F. : Phylogenetic interpretations and ecological potentials of the Mesomycetozoea (Ichthyosporea), Fungal Ecology, 2013, 6(4), 237-247, doi: 10.1016/j.funeco.2013.03.005","10.1016/j.funeco.2013.03.005"
"216","Hess S., Sausen N., Melkonian M. : Shedding Light on Vampires: The Phylogeny of Vampyrellid Amoebae Revisited, PLoS ONE, 2012, 7(2), e31165, doi: 10.1371/journal.pone.0031165","10.1371/journal.pone.0031165"
"217","Neuhauser S., Kirchmair M., Gleason F. : Ecological roles of the parasitic phytomyxids (plasmodiophorids) in marine ecosystems - a review, Marine and Freshwater Research, 2011, 62(4), 365, doi: 10.1071/mf10282","10.1071/mf10282"
"218","Bass D., Chao E., Nikolaev S., Yabuki A., Ishida K., Berney C., Pakzad U., Wylezich C., Cavalier-Smith T. : Phylogeny of Novel Naked Filose and Reticulose Cercozoa: Granofilosea cl. n. and Proteomyxidea Revised, Protist, 2009, 160(1), 75-109, doi: 10.1016/j.protis.2008.07.002","10.1016/j.protis.2008.07.002"
"219","Lara E., Heger T., Mitchell E., Meisterfeld R., Ekelund F. : SSU rRNA Reveals a Sequential Increase in Shell Complexity Among the Euglyphid Testate Amoebae (Rhizaria: Euglyphida), Protist, 2007, 158(2), 229-237, doi: 10.1016/j.protis.2006.11.006","10.1016/j.protis.2006.11.006"
"220","Chatelain A., Meisterfeld R., Roussel-Delif L., Lara E. : Sphenoderiidae (fam. nov.), a New Clade of Euglyphid Testate Amoebae Characterized by Small, Round Scales Surrounding the Aperture, Protist, 2013, 164(6), 782-792, doi: 10.1016/j.protis.2013.08.001","10.1016/j.protis.2013.08.001"
"221","Bass D., Cavalier-Smith T. : Phylum-specific environmental DNA analysis reveals remarkably high global biodiversity of Cercozoa (Protozoa), International Journal of Systematic and Evolutionary Microbiology, 2004, 54(6), 2393-2404, doi: 10.1099/ijs.0.63229-0","10.1099/ijs.0.63229-0"
"222","Howe A., Bass D., Scoble J., Lewis R., Vickerman K., Arndt H., Cavalier-Smith T. : Novel Cultured Protists Identify Deep-branching Environmental DNA Clades of Cercozoa: New Genera Tremula, Micrometopion, Minimassisteria, Nudifila, Peregrinia, Protist, 2011, 162(2), 332-372, doi: 10.1016/j.protis.2010.10.002","10.1016/j.protis.2010.10.002"
"223","Bass D., Howe A., Mylnikov A., Vickerman K., Chao E., Edwards Smallbone J., Snell J., Cabral Jr C., Cavalier-Smith T. : Phylogeny and Classification of Cercomonadida (Protozoa, Cercozoa): Cercomonas, Eocercomonas, Paracercomonas, and Cavernomonas gen. nov., Protist, 2009, 160(4), 483-521, doi: 10.1016/j.protis.2009.01.004","10.1016/j.protis.2009.01.004"
"224","Hess S., Melkonian M. : Ultrastructure of the Algivorous Amoeboflagellate Viridiraptor invadens (Glissomonadida, Cercozoa), Protist, 2014, 165(5), 605-635, doi: 10.1016/j.protis.2014.07.004","10.1016/j.protis.2014.07.004"
"225","Drebes G., Kühn S., Gmelch A., Schnepf E. : Cryothecomonas aestivalis sp. nov., a colourless nanoflagellate feeding on the marine centric diatomGuinardia delicatula (Cleve) Hasle, Helgoländer Meeresuntersuchungen, 1996, 50(4), 497-515, doi: 10.1007/bf02367163","10.1007/bf02367163"
"226","Hoppenrath M., Leander B. : Dinoflagellate, Euglenid, or Cercomonad? The Ultrastructure and Molecular Phylogenetic Position of Protaspis grandis n. sp., The Journal of Eukaryotic Microbiology, 2006, 53(5), 327-342, doi: 10.1111/j.1550-7408.2006.00110.x","10.1111/j.1550-7408.2006.00110.x"
"227","Yabuki A., Ishida K. : Mataza hastifera n. g., n. sp.: A Possible New Lineage in the Thecofilosea (Cercozoa), Journal of Eukaryotic Microbiology, 2011, 58(2), 94-102, doi: 10.1111/j.1550-7408.2010.00524.x","10.1111/j.1550-7408.2010.00524.x"
"228","Cavalier-Smith T., Chao E. : Phylogeny and Classification of Phylum Cercozoa (Protozoa), Protist, 2003, 154(3-4), 341-358, doi: 10.1078/143446103322454112","10.1078/143446103322454112"
"229","Bertrand C., Franquet É., Fayolle S., Cazaubon A. : Une nouvelle approche de la biodiversité : plasticité morphologique chez une diatomée d'eau douce, Comptes Rendus Biologies, 2003, 326(1), 107-120, doi: 10.1016/s1631-0691(03)00012-x","10.1016/s1631-0691(03)00012-x"
"230","Kahlert M., Kelly M., Mann D., Rimet F., Sato S., Bouchez A., Keck F. : Connecting the morphological and molecular species concepts to facilitate species identification within the genus Fragilaria (Bacillariophyta), Journal of Phycology, 2019, 55(4), 948-970, doi: 10.1111/jpy.12886","10.1111/jpy.12886"
"231","Navarro J. : A Survey of the Marine Diatoms of Puerto Rico. IV. Suborder Araphidineae: Families Diatomaceae and Protoraphidaceae, Botanica Marina, 1982, 25(6), null, doi: 10.1515/botm.1982.25.6.247","10.1515/botm.1982.25.6.247"
"232","Guerrero J., Echenique R. : Discostellataxa (Bacillariophyta) from the Río Limay basin (northwestern Patagonia, Argentina), European Journal of Phycology, 2006, 41(1), 83-96, doi: 10.1080/09670260500512363","10.1080/09670260500512363"
"233","Gibson C., Anderson N., Haworth E. : Aulacoseira subarctica: taxonomy, physiology, ecology and palaeoecology, European Journal of Phycology, 2003, 38(2), 83-101, doi: 10.1080/0967026031000094102","10.1080/0967026031000094102"
"234","Ichinomiya M., Yoshikawa S., Kamiya M., Ohki K., Takaichi S., Kuwata A. : ISOLATION AND CHARACTERIZATION OF PARMALES (HETEROKONTA/HETEROKONTOPHYTA/STRAMENOPILES) FROM THE OYASHIO REGION, WESTERN NORTH PACIFIC1, Journal of Phycology, 2010, 47(1), 144-151, doi: 10.1111/j.1529-8817.2010.00926.x","10.1111/j.1529-8817.2010.00926.x"
"235","Andersen R. : A light and electron microscopical investigation of Ochromonas sphaerocystis Matvienko (Chrysophyceae): the statospore, vegetative cell and its peripheral vesicles, Phycologia, 1982, 21(3), 390-398, doi: 10.2216/i0031-8884-21-3-390.1","10.2216/i0031-8884-21-3-390.1"
"236","Cambra J. : Chrysophytes from some lakes and peat-bogs in the eastern Pyrenees, Catalonia (Spain), Biologia, 2010, 65(4), 577-586, doi: 10.2478/s11756-010-0057-z","10.2478/s11756-010-0057-z"
"237","Bradley D. : A Study of the Mallomonas, Synura and Chrysosphaerella of Northern Iceland, Journal of General Microbiology, 1964, 37(3), 321-333, doi: 10.1099/00221287-37-3-321","10.1099/00221287-37-3-321"
"238","Nicholls K., Wujek D. : Chrysophyceae and Phaeothamniophyceae, Freshwater Algae of North America, 2015, 537-586, doi: 10.1016/b978-0-12-385876-4.00012-8","10.1016/b978-0-12-385876-4.00012-8"
"239","Grossmann L., Bock C., Schweikert M., Boenigk J. : Small but Manifold – Hidden Diversity in “ Spumella ‐like Flagellates”, Journal of Eukaryotic Microbiology, 2016, 63(4), 419-439, doi: 10.1111/jeu.12287","10.1111/jeu.12287"
"240","Findenig B., Chatzinotas A., Boenigk J. : TAXONOMIC AND ECOLOGICAL CHARACTERIZATION OF STOMATOCYSTS OF SPUMELLA-LIKE FLAGELLATES (CHRYSOPHYCEAE)1, Journal of Phycology, 2010, 46(5), 868-881, doi: 10.1111/j.1529-8817.2010.00892.x","10.1111/j.1529-8817.2010.00892.x"
"241","Boenigk J., Pfandl K., Stadler P., Chatzinotas A. : High diversity of the 'Spumella-like' flagellates: an investigation based on the SSU rRNA gene sequences of isolates from habitats located in six different geographic regions, Environmental Microbiology, 2005, 7(5), 685-697, doi: 10.1111/j.1462-2920.2005.00743.x","10.1111/j.1462-2920.2005.00743.x"
"242","Sekiguchi H., Kawachi M., Nakayama T., Inouye I. : A taxonomic re-evaluation of the Pedinellales (Dictyochophyceae), based on morphological, behavioural and molecular data, Phycologia, 2003, 42(2), 165-182, doi: 10.2216/i0031-8884-42-2-165.1","10.2216/i0031-8884-42-2-165.1"
"243","Fawley K., Fawley M. : Observations on the Diversity and Ecology of Freshwater Nannochloropsis (Eustigmatophyceae), with Descriptions of New Taxa, Protist, 2007, 158(3), 325-336, doi: 10.1016/j.protis.2007.03.003","10.1016/j.protis.2007.03.003"
"244","Němcová Y., Kreidlová J. : Two new species of Mallomonas (Chrysophyceae: Synurales): Mallomonas temonis and Mallomonas divida, Phytotaxa, 2013, 87(1), 11, doi: 10.11646/phytotaxa.87.1.2","10.11646/phytotaxa.87.1.2"
"245","Rybalka N., Wolf M., Andersen RA., Friedl T. : Congruence of chloroplast- and nuclear-encoded DNA sequence variations used to assess species boundaries in the soil microalga Heterococcus(Stramenopiles, Xanthophyceae), BMC Evolutionary Biology, 2013, 13(1), null, doi: 10.1186/1471-2148-13-39","10.1186/1471-2148-13-39"
"246","Tong S., Vørs N., Patterson D. : Heterotrophic flagellates, centrohelid heliozoa and filose amoebae from marine and freshwater sites in the Antarctic, Polar Biology, 1997, 18(2), 91-106, doi: 10.1007/s003000050163","10.1007/s003000050163"
"247","Karpov S., Kersanach R., Williams D. : Ultrastructure and 18S rRNA gene sequence of a small Heterotrophic flagellate Siluania monomastiga gen. et sp. nov. (bicosoecida), European Journal of Protistology, 1998, 34(4), 415-425, doi: 10.1016/s0932-4739(98)80010-2","10.1016/s0932-4739(98)80010-2"
"248","Del Campo J., Guillou L., Hehenberger E., Logares R., López-García P., Massana R. : Ecological and evolutionary significance of novel protist lineages, European Journal of Protistology, 2016, 55, 4-11, doi: 10.1016/j.ejop.2016.02.002","10.1016/j.ejop.2016.02.002"
"249","Aleoshin V., Mylnikov A., Mirzaeva G., Mikhailov K., Karpov S. : Heterokont Predator Develorapax marinus gen. et sp. nov. – A Model of the Ochrophyte Ancestor, Frontiers in Microbiology, 2016, 7, doi: 10.3389/fmicb.2016.01194","10.3389/fmicb.2016.01194"
"250","Sekimoto S., Klochkova T., West J., Beakes G., Honda D. : Olpidiopsis bostrychiae sp. nov.: an endoparasitic oomycete that infects Bostrychia and other red algae (Rhodophyta), Phycologia, 2009, 48(6), 460-472, doi: 10.2216/08-11.1","10.2216/08-11.1"
"251","Thines M., Choi Y., Kemen E., Ploch S., Holub E., Shin H., Jones J. : A new species of Albugo parasitic to Arabidopsis thaliana reveals new evolutionary patterns in white blister rusts (Albuginaceae), Persoonia - Molecular Phylogeny and Evolution of Fungi, 2009, 22(1), 123-128, doi: 10.3767/003158509x457931","10.3767/003158509x457931"
"252","Jung T., Nechwatal J., Cooke D., Hartmann G., Blaschke M., Oßwald W., Duncan J., Delatour C. : Phytophthora pseudosyringae sp. nov., a new species causing root and collar rot of deciduous tree species in Europe, Mycological Research, 2003, 107(7), 772-789, doi: 10.1017/s0953756203008074","10.1017/s0953756203008074"
"253","Kühn S., Medlin L., Eller G. : Phylogenetic Position of the Parasitoid Nanoflagellate Pirsonia inferred from Nuclear-Encoded Small Subunit Ribosomal DNA and a Description of Pseudopirsonia n. gen. and Pseudopirsonia mucosa (Drebes) comb. nov., Protist, 2004, 155(2), 143-156, doi: 10.1078/143446104774199556","10.1078/143446104774199556"
"254","Takahashi Y., Yoshida M., Inouye I., Watanabe M. : Fibrophrys columna gen. nov., sp. nov: A member of the family Amphifilidae, European Journal of Protistology, 2016, 56, 41-50, doi: 10.1016/j.ejop.2016.06.003","10.1016/j.ejop.2016.06.003"
"255","Lange C., Wittenstein E. : An Adelina sp. (Apicomplexa: Coccidia) Found in Anurogryllus muticus (De Geer) (Orthoptera: Gryllidae), Journal of Invertebrate Pathology, 2001, 77(1), 83-84, doi: 10.1006/jipa.2000.4999","10.1006/jipa.2000.4999"
"256","Kvičerová J., Pakandl M., Hypša V. : Phylogenetic relationships among Eimeria spp. (Apicomplexa, Eimeriidae) infecting rabbits: evolutionary significance of biological and morphological features, Parasitology, 2008, 135(4), 443-452, doi: 10.1017/s0031182007004106","10.1017/s0031182007004106"
"257","Roychoudhury S., Isawa H., Hoshino K., Sasaki T., Saito N., Sawabe K., Kobayashi M. : Comparison of the morphology of oocysts and the phylogenetic analysis of four Ascogregarina species (Eugregarinidae: Lecudinidae) as inferred from small subunit ribosomal DNA sequences, Parasitology International, 2007, 56(2), 113-118, doi: 10.1016/j.parint.2006.12.006","10.1016/j.parint.2006.12.006"
"258","Clopton R. E. : Phylogenetic Relationships, Evolution, and Systematic Revision of the Septate Gregarines (Apicomplexa: Eugregarinorida: Septatorina), Comparative Parasitology, 2009, 76(2), 167-190, doi: 10.1654/4388.1","10.1654/4388.1"
"259","Pan H., Li L., Wu L., Miao M., Al-Rasheid K., Song W. : Morphology of three Litonotus species (Ciliophora: Pleurostomatida) from China seas, with brief notes on their SSU rDNA-based phylogeny, European Journal of Protistology, 2015, 51(5), 494-506, doi: 10.1016/j.ejop.2015.08.003","10.1016/j.ejop.2015.08.003"
"260","Mehlhorn H. : Encyclopedia of Parasitology, Springer Berlin, Heidelberg, 4th Edition, 2016, doi: 10.1007/978-3-662-43978-4","10.1007/978-3-662-43978-4"
"261","Cheng C., Chang S., Lin I., Yao M. : Abundant and diverse Tetrahymena species living in the bladder traps of aquatic carnivorous Utricularia plants, Scientific Reports, 2019, 9(1), null, doi: 10.1038/s41598-019-50123-1","10.1038/s41598-019-50123-1"
"262","Hoare C. : Studies on Coprozoic Ciliates, Parasitology, 1927, 19(2), 154-222, doi: 10.1017/s0031182000005618","10.1017/s0031182000005618"
"263","Modeo L., Petroni G., Bonaldi M., Rosati G. : Trichites of Strombidium (Ciliophora, Oligotrichida) Are Extrusomes, The Journal of Eukaryotic Microbiology, 2001, 48(1), 95-101, doi: 10.1111/j.1550-7408.2001.tb00420.x","10.1111/j.1550-7408.2001.tb00420.x"
"264","Zauner S., Greilinger D., Laatsch T., Kowallik K., Maier U. : Substitutional editing of transcripts from genes of cyanobacterial origin in the dinoflagellateCeratium horridum, FEBS Letters, 2004, 577(3), 535-538, doi: 10.1016/j.febslet.2004.10.060","10.1016/j.febslet.2004.10.060"
"265","Gómez F., Skovgaard A. : Molecular Phylogeny of the Parasitic Dinoflagellate Chytriodinium within the Gymnodinium Clade (Gymnodiniales, Dinophyceae), Journal of Eukaryotic Microbiology, 2014, 62(3), 422-425, doi: 10.1111/jeu.12180","10.1111/jeu.12180"
"266","Jeong H., Yoo Y., Kim J., Seong K., Kang N., Kim T. : Growth, feeding and ecological roles of the mixotrophic and heterotrophic dinoflagellates in marine planktonic food webs, Ocean Science Journal, 2010, 45(2), 65-91, doi: 10.1007/s12601-010-0007-2","10.1007/s12601-010-0007-2"
"267","Jang S., Jeong H., Lim A., Kwon J., Kang N. : Feeding by the newly described heterotrophic dinoflagellate Aduncodinium glandula: having the most diverse prey species in the family Pfiesteriaceae, ALGAE, 2016, 31(1), 17-31, doi: 10.4490/algae.2016.31.2.2","10.4490/algae.2016.31.2.2"
"268","Kofoid C. A. and Swezy O. : The free-living unarmored Dinoflagellata, Mem. Univ. Calif., 1921, 5, 1-562, doi: 10.5962/bhl.title.24995","10.5962/bhl.title.24995"
"269","Leander, B. S. and Hoppenrath, M.: Ultrastructure of a novel tube-forming, intracellular parasite of dinoflagellates: Parvilucifera prorocentri sp. nov. (Alveolata, Myzozoa), Eur. J. Protistol., 44(1), 55_70, doi: 10.1016/j.ejop.2007.08.004, 2008.","10.1016/j.ejop.2007.08.004,"
"270","Heiss A., Walker G., Simpson A. : The Ultrastructure of Ancyromonas, a Eukaryote without Supergroup Affinities, Protist, 2011, 162(3), 373-393, doi: 10.1016/j.protis.2010.08.004","10.1016/j.protis.2010.08.004"
"271","Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x","10.1111/j.1550-7408.2012.00644.x"
"272","Hoham R., Berman J., Rogers H., Felio J., Ryba J., Miller P. : Two new species of green snow algae from Upstate New York, Chloromonas chenangoensis sp. nov. and Chloromonas tughillensis sp. nov. (Volvocales, Chlorophyceae) and the effects of light on their life cycle development, Phycologia, 2006, 45(3), 319-330, doi: 10.2216/04-103.1","10.2216/04-103.1"
"273","Hepperle D., Nozaki H., Hohenberger S., Huss V., Morita E., Krienitz L. : Phylogenetic Position of the Phacotaceae Within the Chlamydophyceae as Revealed by Analysis of 18S rDNA and rbcL Sequences, Journal of Molecular Evolution, 1998, 47(4), 420-430, doi: 10.1007/pl00006399","10.1007/pl00006399"
"274","Deason T., Silva P., Watanabe S., Floyd G. : Taxonomic status of the species of the green algal genusNeochloris, Plant Systematics and Evolution, 1991, 177(3-4), 213-219, doi: 10.1007/bf00937958","10.1007/bf00937958"
"275","Pore R., Barnett E., Barnes W., Walker J. : Prototheca ecology, Mycopathologia, 1983, 81(1), 49-62, doi: 10.1007/bf00443909","10.1007/bf00443909"
"276","Letsch M., Muller-Parker G., Friedl T., Lewis L. : ELLIPTOCHLORIS MARINASP. NOV. (TREBOUXIOPHYCEAE, CHLOROPHYTA), SYMBIOTIC GREEN ALGA OF THE TEMPERATE PACIFIC SEA ANEMONESANTHOPLEURA XANTHOGRAMMICAANDA. ELEGANTISSIMA(ANTHOZOA, CNIDARIA), Journal of Phycology, 2009, 45(5), 1127-1135, doi: 10.1111/j.1529-8817.2009.00727.x","10.1111/j.1529-8817.2009.00727.x"
"277","Gauna M., Parodi E., Cã¡Ceres E. : Epiphytic relationships of Pseudendoclonium submarinum Wille (Ulvophyceae) and Rhodymenia pseudopalmata (Rhodophyta) from the Patagonian coast of Argentina, Phycological Research, 2009, 57(4), 313-322, doi: 10.1111/j.1440-1835.2009.00551.x","10.1111/j.1440-1835.2009.00551.x"
"278","Thompson R., Wujek D. : The Identity of Filoprotococcus and Trichosarcina (Chlorophyta) in Kansas, Transactions of the Kansas Academy of Science (1903-), 1996, 99(3/4), 152, doi: 10.2307/3627988","10.2307/3627988"
"279","Throndsen J. : The Planktonic Marine Flagellates, Identifying Marine Phytoplankton, 1997, 591-729, doi: 10.1016/b978-012693018-4/50007-0","10.1016/b978-012693018-4/50007-0"
"280","Schiwitza S., Lisson H., Arndt H., Nitsche F. : Morphological and molecular investigation on freshwater choanoflagellates (Craspedida, Salpingoecidae) from the River Rhine at Cologne (Germany), European Journal of Protistology, 2020, 73, 125687, doi: 10.1016/j.ejop.2020.125687","10.1016/j.ejop.2020.125687"
"281","Thambugala K., Ariyawansa H., Li Y., Boonmee S., Hongsanan S., Tian Q., Singtripop C., Bhat D., Camporesi E., Jayawardena R., Liu Z., Xu J., Chukeatirote E., Hyde K. : Dothideales, Fungal Diversity, 2014, 68(1), 105-158, doi: 10.1007/s13225-014-0303-8","10.1007/s13225-014-0303-8"
"282","Crous P., Schoch C., Hyde K., Wood A., Gueidan C., De Hoog G., Groenewald J. : Phylogenetic lineages in the Capnodiales, Studies in Mycology, 2009, 64, 17-47, doi: 10.3114/sim.2009.64.02","10.3114/sim.2009.64.02"
"283","Wijayawardene N., Hyde K., Wanasinghe D., Papizadeh M., Goonasekara I., Camporesi E., Bhat D., Mckenzie E., Phillips A., Diederich P., Tanaka K., Li W., Tangthirasunun N., Phookamsak R., Dai D., Dissanayake A., Weerakoon G., Maharachchikumbura S., Hashimoto A., Matsumura M., Bahkali A., Wang Y. : Taxonomy and phylogeny of dematiaceous coelomycetes, Fungal Diversity, 2016, 77(1), 1-316, doi: 10.1007/s13225-016-0360-2","10.1007/s13225-016-0360-2"
"284","Manamgoda D., Cai L., Bahkali A., Chukeatirote E., Hyde K. : Cochliobolus: an overview and current status of species, Fungal Diversity, 2011, 51(1), 3-42, doi: 10.1007/s13225-011-0139-4","10.1007/s13225-011-0139-4"
"285","Minnis A., Kennedy A., Grenier D., Palm M., Rossman A. : Phylogeny and taxonomic revision of the Planistromellaceae including its coelomycetous anamorphs: contributions towards a monograph of the genus Kellermania, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2012, 29(1), 11-28, doi: 10.3767/003158512x658766","10.3767/003158512x658766"
"286","Vakili Zarj Z., Rahnama K., Nasrollanejad S., Yamchi A. : Morphological and molecular identification ofLeptosphaeria maculansin canola seeds and flowers collected from the North Iran, Archives of Phytopathology and Plant Protection, 2017, 50(11-12), 526-539, doi: 10.1080/03235408.2017.1339986","10.1080/03235408.2017.1339986"
"287","Mapook A., Hyde K., Dai D., Li J., Jones E., Bahkali A., Boonmee S. : Muyocopronales, ord. nov., (Dothideomycetes, Ascomycota) and a reappraisal of Muyocopron species from northern Thailand, Phytotaxa, 2016, 265(3), 225, doi: 10.11646/phytotaxa.265.3.3","10.11646/phytotaxa.265.3.3"
"288","Verkley G., Dukik K., Renfurm R., Göker M., Stielow J. : Novel genera and species of coniothyrium-like fungi in Montagnulaceae (Ascomycota), Persoonia - Molecular Phylogeny and Evolution of Fungi, 2014, 32(1), 25-51, doi: 10.3767/003158514x679191","10.3767/003158514x679191"
"289","Kruys Å. : New species of Preussia with 8-celled ascospores (Sporormiaceae, Pleosporales, Ascomycota), Phytotaxa, 2015, 234(2), 143, doi: 10.11646/phytotaxa.234.2.4","10.11646/phytotaxa.234.2.4"
"290","Klich M. A. and Pitt J. I. : Differentiation of Aspergillus flavus from A. parasiticus and other closely related species, Trans. Br. Mycol. Soc., 1988, 91(1), 99-108, doi: 10.1016/S0007-1536(88)80010-X","10.1016/S0007-1536(88)80010-X"
"291","Najafzadeh M., Vicente V., Sun J., Meis J., De Hoog G. : Fonsecaea multimorphosa sp. nov, a new species of Chaetothyriales isolated from a feline cerebral abscess, Fungal Biology, 2011, 115(10), 1066-1076, doi: 10.1016/j.funbio.2011.06.007","10.1016/j.funbio.2011.06.007"
"292","Sterflinger K., De Baere R., De Hoog G., De Wachter R., Krumbein W., Haase G. : [], Antonie van Leeuwenhoek, 1997, 72(4), 349-363, doi: 10.1023/a:1000570429688","10.1023/a:1000570429688"
"293","Gao L., Ma Y., Zhao W., Wei Z., Gleason M., Chen H., Hao L., Sun G., Zhang R. : Three New Species of Cyphellophora (Chaetothyriales) Associated with Sooty Blotch and Flyspeck, PLOS ONE, 2015, 10(9), e0136857, doi: 10.1371/journal.pone.0136857","10.1371/journal.pone.0136857"
"294","De Hoog G., Zeng J., Harrak M., Sutton D. : Exophiala xenobiotica sp. nov., an opportunistic black yeast inhabiting environments rich in hydrocarbons, Antonie van Leeuwenhoek, 2006, 90(3), 257-268, doi: 10.1007/s10482-006-9080-z","10.1007/s10482-006-9080-z"
"295","Mehrabi M., Asgari B., Hemmati R. : Knufia perfecta, a new black yeast from Iran, and a key to Knufia species, Nova Hedwigia, 2018, 106(3-4), 519-534, doi: 10.1127/nova_hedwigia/2017/0450","10.1127/nova_hedwigia/2017/0450"
"296","Park M., Oh S., Fong J., Houbraken J., Lim Y. : The diversity and ecological roles of Penicillium in intertidal zones, Scientific Reports, 2019, 9(1), doi: 10.1038/s41598-019-49966-5","10.1038/s41598-019-49966-5"
"297","Spielmann A., Marcelli M. : Parmotrema s.l. (Parmeliaceae, lichenized Ascomycota) from Serra Geral slopes in central Rio Grande do Sul state, Brazil, Hoehnea, 2009, 36(4), 551-595, doi: 10.1590/s2236-89062009000400002","10.1590/s2236-89062009000400002"
"298","Santos A., Trindade J., Lima C., Barbosa R., Da Costa A., Tiago P., De Oliveira N. : Morphology, phylogeny, and sexual stage of Fusarium caatingaense and Fusarium pernambucanum, new species of the Fusarium incarnatum-equiseti species complex associated with insects in Brazil, Mycologia, 2019, 111(2), 244-259, doi: 10.1080/00275514.2019.1573047","10.1080/00275514.2019.1573047"
"299","Pitt J. : Mycotoxins: Fumonisins, Encyclopedia of Food Safety, 2014, 299-303, doi: 10.1016/b978-0-12-378612-8.00192-x","10.1016/b978-0-12-378612-8.00192-x"
"300","Damm U., Fourie P., Crous P. : Coniochaeta (Lecythophora), Collophora gen. nov. and Phaeomoniella species associated with wood necroses of Prunus trees, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2010, 24(1), 60-80, doi: 10.3767/003158510x500705","10.3767/003158510x500705"
"301","Jordan E., Barnett H. : Nutrition and Parasitism of Melanospora Zamiae, Mycologia, 1978, 70(2), 300-312, doi: 10.1080/00275514.1978.12020230","10.1080/00275514.1978.12020230"
