Sample,tank,Species,length,community,treatment
2,27,Keratella,0.095729,Naive,Free
2,27,Keratella,0.088529,Naive,Free
2,27,Keratella,0.104511,Naive,Free
2,27,Lecane,0.112455,Naive,Free
2,27,Lecane,0.106014,Naive,Free
2,27,Nauplii,0.089466,Naive,Free
2,27,Nauplii,0.138083,Naive,Free
2,27,Nauplii,0.208067,Naive,Free
2,27,Nauplii,0.14669,Naive,Free
2,27,Nauplii,0.199937,Naive,Free
2,27,Nauplii,0.092361,Naive,Free
2,27,Nauplii,0.231843,Naive,Free
2,27,Nauplii,0.163978,Naive,Free
2,27,Nauplii,0.201926,Naive,Free
2,27,Nauplii,0.155634,Naive,Free
2,27,Nauplii,0.129141,Naive,Free
2,27,Nauplii,0.222484,Naive,Free
2,27,Nauplii,0.16982,Naive,Free
2,27,Nauplii,0.141429,Naive,Free
2,27,Nauplii,0.135267,Naive,Free
2,27,Nauplii,0.148208,Naive,Free
2,27,Nauplii,0.140455,Naive,Free
2,27,Nauplii,0.223952,Naive,Free
2,27,Nauplii,0.235242,Naive,Free
2,27,Nauplii,0.114998,Naive,Free
2,27,Nauplii,0.142527,Naive,Free
2,27,Nauplii,0.223761,Naive,Free
2,27,Nauplii,0.185814,Naive,Free
2,27,Nauplii,0.144686,Naive,Free
2,2,Keratella,0.097545,Experienced,Control
2,2,Keratella,0.072445,Experienced,Control
2,2,Keratella,0.092115,Experienced,Control
2,2,Keratella,0.099872,Experienced,Control
2,2,Keratella,0.104155,Experienced,Control
2,2,Keratella,0.098204,Experienced,Control
2,2,Keratella,0.098813,Experienced,Control
2,2,Keratella,0.102777,Experienced,Control
2,2,Keratella,0.089949,Experienced,Control
2,2,Keratella,0.088471,Experienced,Control
2,2,Keratella,0.098597,Experienced,Control
2,2,Keratella,0.091767,Experienced,Control
2,2,Keratella,0.102192,Experienced,Control
2,2,Keratella,0.097182,Experienced,Control
2,2,Keratella,0.091999,Experienced,Control
2,2,Keratella,0.098435,Experienced,Control
2,2,Keratella,0.103745,Experienced,Control
2,2,Keratella,0.104512,Experienced,Control
2,2,Keratella,0.089056,Experienced,Control
2,2,Keratella,0.090701,Experienced,Control
2,2,Keratella,0.103075,Experienced,Control
2,2,Keratella,0.094457,Experienced,Control
2,2,Keratella,0.101052,Experienced,Control
2,2,Keratella,0.093165,Experienced,Control
2,2,Keratella,0.09076,Experienced,Control
2,2,Keratella,0.106094,Experienced,Control
2,2,Keratella,0.112433,Experienced,Control
2,2,Keratella,0.082648,Experienced,Control
2,2,Nauplii,0.14,Experienced,Control
2,2,Nauplii,0.215,Experienced,Control
2,2,Nauplii,0.131,Experienced,Control
2,2,Nauplii,0.23,Experienced,Control
2,2,Nauplii,0.203,Experienced,Control
2,2,Nauplii,0.129,Experienced,Control
2,2,Nauplii,0.135,Experienced,Control
2,2,Nauplii,0.288,Experienced,Control
2,2,Nauplii,0.134,Experienced,Control
2,2,Nauplii,0.202,Experienced,Control
2,2,Nauplii,0.109,Experienced,Control
2,2,Nauplii,0.184,Experienced,Control
2,2,Nauplii,0.148,Experienced,Control
2,2,Nauplii,0.116,Experienced,Control
2,2,Nauplii,0.132,Experienced,Control
2,2,Nauplii,0.113,Experienced,Control
2,2,Nauplii,0.142,Experienced,Control
2,2,Nauplii,0.178,Experienced,Control
2,2,Nauplii,0.153,Experienced,Control
2,2,Nauplii,0.139,Experienced,Control
2,2,Nauplii,0.123,Experienced,Control
2,2,Nauplii,0.164,Experienced,Control
2,2,Nauplii,0.113,Experienced,Control
2,2,Nauplii,0.126,Experienced,Control
2,2,Nauplii,0.182,Experienced,Control
2,5,Keratella,0.102454,Naive,Free
2,5,Keratella,0.085452,Naive,Free
2,5,Keratella,0.085514,Naive,Free
2,5,Keratella,0.089823,Naive,Free
2,5,Keratella,0.095785,Naive,Free
2,5,Keratella,0.100498,Naive,Free
2,5,Keratella,0.100501,Naive,Free
2,5,Keratella,0.093409,Naive,Free
2,5,Keratella,0.097109,Naive,Free
2,5,Keratella,0.080565,Naive,Free
2,5,Keratella,0.086688,Naive,Free
2,5,Keratella,0.097887,Naive,Free
2,5,Keratella,0.075096,Naive,Free
2,5,Keratella,0.090074,Naive,Free
2,5,Keratella,0.093081,Naive,Free
2,5,Keratella,0.09232,Naive,Free
2,5,Keratella,0.096132,Naive,Free
2,5,Keratella,0.083164,Naive,Free
2,5,Keratella,0.091829,Naive,Free
2,5,Keratella,0.089348,Naive,Free
2,5,Keratella,0.095354,Naive,Free
2,5,Keratella,0.106102,Naive,Free
2,5,Keratella,0.097232,Naive,Free
2,5,Keratella,0.082538,Naive,Free
2,5,Keratella,0.082086,Naive,Free
2,5,Nauplii,0.13972300000000001,Naive,Free
2,5,Nauplii,0.101892,Naive,Free
2,5,Nauplii,0.176671,Naive,Free
2,5,Nauplii,0.238481,Naive,Free
2,5,Nauplii,0.098651,Naive,Free
2,5,Nauplii,0.2326,Naive,Free
2,5,Nauplii,0.09861,Naive,Free
2,5,Nauplii,0.099565,Naive,Free
2,5,Nauplii,0.172273,Naive,Free
2,5,Nauplii,0.215482,Naive,Free
2,5,Nauplii,0.199917,Naive,Free
2,5,Nauplii,0.111398,Naive,Free
2,5,Nauplii,0.116162,Naive,Free
2,5,Nauplii,0.134645,Naive,Free
2,5,Nauplii,0.174951,Naive,Free
2,5,Nauplii,0.113142,Naive,Free
2,5,Nauplii,0.173122,Naive,Free
2,5,Nauplii,0.109662,Naive,Free
2,5,Nauplii,0.163554,Naive,Free
2,5,Nauplii,0.161333,Naive,Free
2,5,Nauplii,0.193139,Naive,Free
2,5,Nauplii,0.091637,Naive,Free
2,5,Nauplii,0.165659,Naive,Free
2,5,Nauplii,0.140408,Naive,Free
2,5,Nauplii,0.173176,Naive,Free
2,5,Nauplii,0.177604,Naive,Free
2,5,Nauplii,0.146007,Naive,Free
2,7,Keratella,0.098755,Naive,Free
2,7,Keratella,0.111732,Naive,Free
2,7,Keratella,0.112695,Naive,Free
2,7,Keratella,0.110931,Naive,Free
2,7,Keratella,0.10012,Naive,Free
2,7,Keratella,0.107215,Naive,Free
2,7,Keratella,0.087562,Naive,Free
2,7,Nauplii,0.113876,Naive,Free
2,7,Nauplii,0.242013,Naive,Free
2,7,Nauplii,0.198728,Naive,Free
2,7,Nauplii,0.127113,Naive,Free
2,7,Nauplii,0.128157,Naive,Free
2,7,Nauplii,0.172644,Naive,Free
2,7,Nauplii,0.20595,Naive,Free
2,7,Nauplii,0.183535,Naive,Free
2,7,Nauplii,0.225558,Naive,Free
2,7,Nauplii,0.21947,Naive,Free
2,7,Nauplii,0.196442,Naive,Free
2,7,Nauplii,0.132882,Naive,Free
2,7,Nauplii,0.249344,Naive,Free
2,7,Nauplii,0.120496,Naive,Free
2,7,Nauplii,0.118175,Naive,Free
2,7,Nauplii,0.172065,Naive,Free
2,7,Nauplii,0.186529,Naive,Free
2,7,Nauplii,0.193291,Naive,Free
2,7,Nauplii,0.173045,Naive,Free
2,7,Nauplii,0.139437,Naive,Free
2,7,Nauplii,0.121191,Naive,Free
2,7,Nauplii,0.12484,Naive,Free
2,7,Nauplii,0.169656,Naive,Free
2,7,Nauplii,0.147884,Naive,Free
2,7,Nauplii,0.113694,Naive,Free
2,7,Nauplii,0.215464,Naive,Free
2,7,Nauplii,0.157996,Naive,Free
2,7,Nauplii,0.103655,Naive,Free
2,7,Nauplii,0.11753,Naive,Free
3,5,Asplanchna,0.204738,Naive,Free
3,5,Keratella,0.095355,Naive,Free
3,5,Keratella,0.102505,Naive,Free
3,5,Keratella,0.085407,Naive,Free
3,5,Keratella,0.094061,Naive,Free
3,5,Keratella,0.091243,Naive,Free
3,5,Keratella,0.090657,Naive,Free
3,5,Keratella,0.089905,Naive,Free
3,5,Keratella,0.09399,Naive,Free
3,5,Keratella,0.077043,Naive,Free
3,5,Keratella,0.080362,Naive,Free
3,5,Keratella,0.100068,Naive,Free
3,5,Keratella,0.09456,Naive,Free
3,5,Keratella,0.090572,Naive,Free
3,5,Keratella,0.088169,Naive,Free
3,5,Keratella,0.083396,Naive,Free
3,5,Keratella,0.095443,Naive,Free
3,5,Keratella,0.088092,Naive,Free
3,5,Keratella,0.088785,Naive,Free
3,5,Keratella,0.099294,Naive,Free
3,5,Keratella,0.076073,Naive,Free
3,5,Keratella,0.081801,Naive,Free
3,5,Keratella,0.105369,Naive,Free
3,5,Lecane,0.099329,Naive,Free
3,5,Nauplii,0.179,Naive,Free
3,5,Nauplii,0.151,Naive,Free
3,5,Nauplii,0.215,Naive,Free
3,5,Nauplii,0.132,Naive,Free
3,5,Nauplii,0.111,Naive,Free
3,5,Nauplii,0.137,Naive,Free
3,5,Nauplii,0.148,Naive,Free
3,5,Nauplii,0.103,Naive,Free
3,5,Nauplii,0.123,Naive,Free
3,5,Nauplii,0.138,Naive,Free
3,5,Nauplii,0.215,Naive,Free
3,5,Nauplii,0.113,Naive,Free
3,5,Nauplii,0.158,Naive,Free
3,5,Nauplii,0.222,Naive,Free
3,5,Nauplii,0.174,Naive,Free
3,5,Nauplii,0.161,Naive,Free
3,5,Nauplii,0.133,Naive,Free
3,5,Nauplii,0.123,Naive,Free
3,5,Nauplii,0.197,Naive,Free
3,5,Nauplii,0.195,Naive,Free
3,5,Nauplii,0.097,Naive,Free
3,5,Nauplii,0.11,Naive,Free
3,5,Nauplii,0.199,Naive,Free
3,5,Nauplii,0.196,Naive,Free
3,5,Nauplii,0.167,Naive,Free
3,5,Chydorus,0.303872,Naive,Free
3,5,Chydorus,0.318912,Naive,Free
4,2,Nauplii,0.245,Experienced,Control
4,2,Nauplii,0.209,Experienced,Control
4,2,Nauplii,0.226,Experienced,Control
4,2,Nauplii,0.173,Experienced,Control
4,2,Nauplii,0.269,Experienced,Control
4,2,Nauplii,0.177,Experienced,Control
4,2,Nauplii,0.277,Experienced,Control
4,2,Nauplii,0.161,Experienced,Control
4,2,Nauplii,0.256,Experienced,Control
4,2,Nauplii,0.207,Experienced,Control
4,2,Nauplii,0.229,Experienced,Control
4,2,Nauplii,0.141,Experienced,Control
4,2,Nauplii,0.277,Experienced,Control
4,2,Nauplii,0.192,Experienced,Control
4,2,Nauplii,0.246,Experienced,Control
4,2,Nauplii,0.28,Experienced,Control
4,2,Nauplii,0.118,Experienced,Control
4,2,Nauplii,0.195,Experienced,Control
4,2,Nauplii,0.167,Experienced,Control
4,2,Nauplii,0.311,Experienced,Control
4,2,Nauplii,0.16,Experienced,Control
4,2,Nauplii,0.257,Experienced,Control
4,2,Nauplii,0.153,Experienced,Control
4,2,Nauplii,0.194,Experienced,Control
4,2,Nauplii,0.158,Experienced,Control
3,6,Keratella,0.094,Experienced,Caged
3,6,Keratella,0.092,Experienced,Caged
3,6,Keratella,0.09,Experienced,Caged
3,6,Keratella,0.09,Experienced,Caged
3,6,Keratella,0.101,Experienced,Caged
3,6,Keratella,0.091,Experienced,Caged
3,6,Keratella,0.103,Experienced,Caged
3,6,Keratella,0.097,Experienced,Caged
3,6,Keratella,0.091,Experienced,Caged
3,6,Keratella,0.102,Experienced,Caged
3,6,Keratella,0.1,Experienced,Caged
3,6,Keratella,0.099,Experienced,Caged
3,6,Keratella,0.097,Experienced,Caged
3,6,Keratella,0.102,Experienced,Caged
3,6,Keratella,0.095,Experienced,Caged
3,6,Keratella,0.093,Experienced,Caged
3,6,Keratella,0.101,Experienced,Caged
3,6,Keratella,0.102607,Experienced,Caged
3,6,Keratella,0.100685,Experienced,Caged
3,6,Keratella,0.097075,Experienced,Caged
3,6,Nauplii,0.196,Experienced,Caged
3,6,Nauplii,0.116,Experienced,Caged
3,6,Nauplii,0.121,Experienced,Caged
3,6,Nauplii,0.183,Experienced,Caged
3,6,Nauplii,0.13,Experienced,Caged
3,6,Nauplii,0.125,Experienced,Caged
3,6,Nauplii,0.199,Experienced,Caged
3,6,Nauplii,0.181,Experienced,Caged
3,6,Nauplii,0.153,Experienced,Caged
3,6,Nauplii,0.118,Experienced,Caged
3,6,Nauplii,0.117,Experienced,Caged
3,6,Nauplii,0.11,Experienced,Caged
3,6,Nauplii,0.198,Experienced,Caged
3,6,Nauplii,0.128,Experienced,Caged
3,6,Nauplii,0.123,Experienced,Caged
3,6,Nauplii,0.124226,Experienced,Caged
3,6,Nauplii,0.271163,Experienced,Caged
3,6,Nauplii,0.10549,Experienced,Caged
3,6,Nauplii,0.187759,Experienced,Caged
3,6,Nauplii,0.119,Experienced,Caged
3,6,Nauplii,0.14,Experienced,Caged
3,6,Nauplii,0.146,Experienced,Caged
1,6,Alona,0.247579,Experienced,Caged
1,6,Chydorus,0.228899,Experienced,Caged
1,6,Nauplii,0.232325,Experienced,Caged
1,6,Nauplii,0.256729,Experienced,Caged
1,6,Nauplii,0.159389,Experienced,Caged
1,6,Nauplii,0.130454,Experienced,Caged
1,6,Nauplii,0.248611,Experienced,Caged
1,6,Nauplii,0.160754,Experienced,Caged
1,6,Nauplii,0.134,Experienced,Caged
1,6,Nauplii,0.180254,Experienced,Caged
1,6,Nauplii,0.150057,Experienced,Caged
1,6,Nauplii,0.160787,Experienced,Caged
1,6,Nauplii,0.127688,Experienced,Caged
1,6,Nauplii,0.134199,Experienced,Caged
2,9,Nauplii,0.105274,Naive,Control
2,9,Nauplii,0.202,Naive,Control
2,9,Nauplii,0.125561,Naive,Control
2,9,Nauplii,0.141,Naive,Control
2,9,Nauplii,0.137876,Naive,Control
2,9,Nauplii,0.160264,Naive,Control
2,9,Nauplii,0.104268,Naive,Control
2,9,Nauplii,0.140789,Naive,Control
3,12,Chydorus,0.136841,Naive,Caged
3,12,Chydorus,0.301,Naive,Caged
3,12,Chydorus,0.246,Naive,Caged
3,12,Chydorus,0.251,Naive,Caged
3,12,Chydorus,0.222,Naive,Caged
3,12,Chydorus,0.178,Naive,Caged
3,12,Chydorus,0.257,Naive,Caged
3,12,Chydorus,0.193,Naive,Caged
3,12,Chydorus,0.303,Naive,Caged
3,12,Keratella,0.103627,Naive,Caged
3,12,Keratella,0.096547,Naive,Caged
3,12,Keratella,0.102093,Naive,Caged
3,12,Keratella,0.10784,Naive,Caged
3,12,Keratella,0.095993,Naive,Caged
3,12,Keratella,0.098599,Naive,Caged
3,12,Nauplii,0.138648,Naive,Caged
3,12,Nauplii,0.16807,Naive,Caged
3,12,Nauplii,0.120162,Naive,Caged
3,12,Nauplii,0.128411,Naive,Caged
3,12,Nauplii,0.13,Naive,Caged
3,12,Nauplii,0.127,Naive,Caged
3,12,Nauplii,0.149,Naive,Caged
3,12,Nauplii,0.19,Naive,Caged
3,12,Nauplii,0.19,Naive,Caged
3,12,Nauplii,0.12,Naive,Caged
3,12,Nauplii,0.155,Naive,Caged
3,12,Nauplii,0.113,Naive,Caged
3,12,Nauplii,0.106,Naive,Caged
3,12,Nauplii,0.161,Naive,Caged
3,12,Nauplii,0.141,Naive,Caged
3,12,Nauplii,0.121,Naive,Caged
3,12,Nauplii,0.181,Naive,Caged
3,12,Nauplii,0.212,Naive,Caged
3,12,Nauplii,0.133,Naive,Caged
3,12,Nauplii,0.104,Naive,Caged
3,12,Nauplii,0.114,Naive,Caged
3,12,Nauplii,0.191,Naive,Caged
3,12,Nauplii,0.121,Naive,Caged
2,15,Keratella,0.084145,Naive,Free
2,15,Keratella,0.089103,Naive,Free
2,15,Keratella,0.073476,Naive,Free
2,15,Keratella,0.081696,Naive,Free
2,15,Keratella,0.097068,Naive,Free
2,15,Nauplii,0.255,Naive,Free
2,15,Nauplii,0.16,Naive,Free
2,15,Nauplii,0.136,Naive,Free
2,15,Nauplii,0.175,Naive,Free
2,15,Nauplii,0.181,Naive,Free
2,15,Nauplii,0.221,Naive,Free
2,15,Nauplii,0.217,Naive,Free
2,15,Nauplii,0.177,Naive,Free
2,15,Nauplii,0.214,Naive,Free
2,15,Nauplii,0.15,Naive,Free
2,15,Nauplii,0.226,Naive,Free
2,15,Nauplii,0.226,Naive,Free
2,15,Nauplii,0.173,Naive,Free
2,15,Nauplii,0.171,Naive,Free
2,15,Nauplii,0.163,Naive,Free
2,15,Nauplii,0.129,Naive,Free
2,15,Nauplii,0.195,Naive,Free
2,15,Nauplii,0.209,Naive,Free
2,15,Nauplii,0.147,Naive,Free
2,15,Nauplii,0.225,Naive,Free
2,15,Nauplii,0.147,Naive,Free
2,15,Nauplii,0.188,Naive,Free
2,15,Nauplii,0.131,Naive,Free
2,29,Nauplii,0.251,Naive,Control
2,29,Nauplii,0.147,Naive,Control
2,29,Nauplii,0.158,Naive,Control
2,29,Nauplii,0.121,Naive,Control
2,29,Nauplii,0.199,Naive,Control
2,29,Nauplii,0.157,Naive,Control
2,29,Nauplii,0.15,Naive,Control
2,29,Nauplii,0.167,Naive,Control
2,29,Nauplii,0.126,Naive,Control
2,29,Nauplii,0.106,Naive,Control
2,29,Nauplii,0.194,Naive,Control
2,29,Nauplii,0.203,Naive,Control
2,29,Nauplii,0.194,Naive,Control
2,29,Nauplii,0.144,Naive,Control
2,29,Nauplii,0.125,Naive,Control
2,29,Nauplii,0.147,Naive,Control
2,29,Nauplii,0.158,Naive,Control
2,29,Nauplii,0.109,Naive,Control
2,29,Nauplii,0.17,Naive,Control
2,10,Asplanchna,0.45,Experienced,Control
2,10,Chironomid,2.175,Experienced,Control
2,10,Chironomid,1.598,Experienced,Control
2,10,Chironomid,2.307,Experienced,Control
2,10,Chironomid,0.599,Experienced,Control
2,10,Keratella,0.094,Experienced,Control
2,10,Keratella,0.093,Experienced,Control
2,10,Keratella,0.089,Experienced,Control
2,10,Keratella,0.09,Experienced,Control
2,10,Keratella,0.101,Experienced,Control
2,10,Keratella,0.102,Experienced,Control
2,10,Keratella,0.098,Experienced,Control
2,10,Keratella,0.088,Experienced,Control
2,10,Keratella,0.094,Experienced,Control
2,10,Keratella,0.085,Experienced,Control
2,10,Keratella,0.091,Experienced,Control
2,10,Keratella,0.093,Experienced,Control
2,10,Keratella,0.083,Experienced,Control
2,10,Keratella,0.087,Experienced,Control
2,10,Keratella,0.098,Experienced,Control
2,10,Keratella,0.087,Experienced,Control
2,10,Keratella,0.092,Experienced,Control
2,10,Keratella,0.093,Experienced,Control
2,10,Keratella,0.083,Experienced,Control
2,10,Keratella,0.101,Experienced,Control
2,10,Keratella,0.093,Experienced,Control
2,10,Keratella,0.09,Experienced,Control
2,10,Mosquito,3.103,Experienced,Control
2,10,Nauplii,0.256,Experienced,Control
2,10,Nauplii,0.163,Experienced,Control
2,10,Nauplii,0.151,Experienced,Control
2,10,Nauplii,0.184,Experienced,Control
2,10,Nauplii,0.13,Experienced,Control
2,10,Nauplii,0.214,Experienced,Control
2,10,Nauplii,0.144,Experienced,Control
2,10,Nauplii,0.137,Experienced,Control
2,10,Nauplii,0.188,Experienced,Control
2,10,Nauplii,0.134,Experienced,Control
2,10,Nauplii,0.156,Experienced,Control
2,10,Nauplii,0.154,Experienced,Control
2,10,Nauplii,0.252,Experienced,Control
2,10,Nauplii,0.191,Experienced,Control
2,10,Nauplii,0.156,Experienced,Control
2,10,Nauplii,0.199,Experienced,Control
2,10,Nauplii,0.141,Experienced,Control
2,10,Nauplii,0.203,Experienced,Control
2,10,Nauplii,0.177,Experienced,Control
2,10,Nauplii,0.234,Experienced,Control
2,10,Nauplii,0.155,Experienced,Control
2,10,Nauplii,0.255,Experienced,Control
2,10,Nauplii,0.228,Experienced,Control
2,10,Nauplii,0.186,Experienced,Control
2,10,Nauplii,0.205,Experienced,Control
3,15,Bosmina,0.254,Naive,Free
3,15,Bosmina,0.243,Naive,Free
3,15,Bosmina,0.234,Naive,Free
3,15,Bosmina,0.263,Naive,Free
3,15,Bosmina,0.276,Naive,Free
3,15,Bosmina,0.241,Naive,Free
3,15,Bosmina,0.225,Naive,Free
3,15,Bosmina,0.238,Naive,Free
3,15,Bosmina,0.308,Naive,Free
3,15,Bosmina,0.247,Naive,Free
3,15,Bosmina,0.212,Naive,Free
3,15,Bosmina,0.236,Naive,Free
3,15,Bosmina,0.235,Naive,Free
3,15,Bosmina,0.402,Naive,Free
3,15,Bosmina,0.293,Naive,Free
3,15,Bosmina,0.294,Naive,Free
3,15,Bosmina,0.25,Naive,Free
3,15,Bosmina,0.24,Naive,Free
3,15,Bosmina,0.302,Naive,Free
3,15,Bosmina,0.247,Naive,Free
3,15,Bosmina,0.279,Naive,Free
3,15,Bosmina,0.247,Naive,Free
3,15,Bosmina,0.214,Naive,Free
3,15,Bosmina,0.252,Naive,Free
3,15,Bosmina,0.233,Naive,Free
3,15,Bosmina,0.236,Naive,Free
3,15,Bosmina,0.245,Naive,Free
3,15,Bosmina,0.198,Naive,Free
3,15,Bosmina,0.237,Naive,Free
3,15,Bosmina,0.239,Naive,Free
3,15,Chironomid,0.866,Naive,Free
3,15,Chironomid,0.398,Naive,Free
3,15,Chironomid,0.637,Naive,Free
3,15,Chironomid,2.754,Naive,Free
3,15,Chydorus,0.2,Naive,Free
3,15,Chydorus,0.289,Naive,Free
3,15,Chydorus,0.341,Naive,Free
3,15,Chydorus,0.315,Naive,Free
3,15,Chydorus,0.205,Naive,Free
3,15,Chydorus,0.258,Naive,Free
3,15,Chydorus,0.244,Naive,Free
3,15,Chydorus,0.289,Naive,Free
3,15,Chydorus,0.245,Naive,Free
3,15,Chydorus,0.191,Naive,Free
3,15,Chydorus,0.262,Naive,Free
3,15,Chydorus,0.249,Naive,Free
3,15,Chydorus,0.204,Naive,Free
3,15,Chydorus,0.252,Naive,Free
3,15,Chydorus,0.199,Naive,Free
3,15,Chydorus,0.202,Naive,Free
3,15,Chydorus,0.312,Naive,Free
3,15,Chydorus,0.285,Naive,Free
3,15,Chydorus,0.204,Naive,Free
3,15,Chydorus,0.288,Naive,Free
3,15,Chydorus,0.221,Naive,Free
3,15,Chydorus,0.253,Naive,Free
3,15,Chydorus,0.185,Naive,Free
3,15,Chydorus,0.212,Naive,Free
3,15,Chydorus,0.191,Naive,Free
3,15,Chydorus,0.297,Naive,Free
3,15,Keratella,0.089,Naive,Free
3,15,Keratella,0.087,Naive,Free
3,15,Keratella,0.088,Naive,Free
3,15,Keratella,0.08,Naive,Free
3,15,Keratella,0.089,Naive,Free
3,15,Keratella,0.089,Naive,Free
3,15,Keratella,0.101,Naive,Free
3,15,Keratella,0.084,Naive,Free
3,15,Keratella,0.086,Naive,Free
3,15,Keratella,0.091,Naive,Free
3,15,Keratella,0.08,Naive,Free
3,15,Keratella,0.091,Naive,Free
3,15,Keratella,0.09,Naive,Free
3,15,Keratella,0.089,Naive,Free
3,15,Keratella,0.094,Naive,Free
3,15,Keratella,0.089,Naive,Free
3,15,Keratella,0.08,Naive,Free
3,15,Keratella,0.09,Naive,Free
3,15,Keratella,0.08,Naive,Free
3,15,Keratella,0.096,Naive,Free
3,15,Keratella,0.084,Naive,Free
3,15,Keratella,0.092,Naive,Free
3,15,Keratella,0.088,Naive,Free
3,15,Keratella,0.089,Naive,Free
3,15,Keratella,0.083,Naive,Free
3,15,Keratella,0.095,Naive,Free
3,15,Nauplii,0.121,Naive,Free
3,15,Nauplii,0.125,Naive,Free
3,15,Nauplii,0.137,Naive,Free
3,15,Nauplii,0.096,Naive,Free
3,15,Nauplii,0.124,Naive,Free
3,15,Nauplii,0.149,Naive,Free
3,15,Nauplii,0.165,Naive,Free
3,15,Nauplii,0.097,Naive,Free
3,15,Nauplii,0.15,Naive,Free
3,15,Nauplii,0.111,Naive,Free
3,15,Nauplii,0.186,Naive,Free
3,15,Nauplii,0.115,Naive,Free
3,15,Nauplii,0.171,Naive,Free
3,15,Nauplii,0.147,Naive,Free
3,15,Nauplii,0.125,Naive,Free
3,15,Nauplii,0.123,Naive,Free
3,15,Nauplii,0.202,Naive,Free
3,15,Nauplii,0.123,Naive,Free
3,15,Nauplii,0.127,Naive,Free
3,15,Nauplii,0.106,Naive,Free
3,15,Nauplii,0.126,Naive,Free
3,15,Nauplii,0.173,Naive,Free
3,15,Nauplii,0.108,Naive,Free
3,15,Nauplii,0.134,Naive,Free
3,15,Nauplii,0.127,Naive,Free
3,15,Nauplii,0.195,Naive,Free
3,15,Stonefly,0.97,Naive,Free
1,15,Daphnia,0.374,Naive,Free
1,15,Polyphemus,0.298,Naive,Free
1,19,Cyclopoid,0.52,Naive,Caged
1,17,Asplanchna,0.444,Experienced,Caged
1,17,Asplanchna,0.443,Experienced,Caged
1,17,Asplanchna,0.517,Experienced,Caged
1,17,Asplanchna,0.667,Experienced,Caged
1,17,Kellicottia,0.127,Experienced,Caged
1,17,Kellicottia,0.121,Experienced,Caged
1,17,Kellicottia,0.115,Experienced,Caged
1,17,Kellicottia,0.111,Experienced,Caged
1,17,Kellicottia,0.111,Experienced,Caged
1,17,Kellicottia,0.135,Experienced,Caged
1,17,Kellicottia,0.099,Experienced,Caged
1,17,Kellicottia,0.141,Experienced,Caged
1,17,Kellicottia,0.111,Experienced,Caged
1,17,Keratella,0.107,Experienced,Caged
1,17,Keratella,0.098,Experienced,Caged
1,17,Keratella,0.095,Experienced,Caged
1,17,Keratella,0.097,Experienced,Caged
1,17,Keratella,0.09,Experienced,Caged
1,17,Keratella,0.096,Experienced,Caged
1,17,Keratella,0.097,Experienced,Caged
1,17,Keratella,0.097,Experienced,Caged
1,17,Keratella,0.104,Experienced,Caged
1,17,Keratella,0.1,Experienced,Caged
1,17,Keratella,0.094,Experienced,Caged
1,17,Keratella,0.097,Experienced,Caged
1,17,Keratella,0.097,Experienced,Caged
1,17,Keratella,0.096,Experienced,Caged
1,17,Keratella,0.101,Experienced,Caged
1,17,Keratella,0.094,Experienced,Caged
1,17,Keratella,0.102,Experienced,Caged
1,17,Keratella,0.095,Experienced,Caged
1,17,Keratella,0.106,Experienced,Caged
1,17,Keratella,0.088,Experienced,Caged
1,17,Keratella,0.105,Experienced,Caged
1,17,Keratella,0.103,Experienced,Caged
1,17,Keratella,0.106,Experienced,Caged
1,17,Keratella,0.102,Experienced,Caged
1,17,Keratella,0.098,Experienced,Caged
1,17,Nauplii,0.254,Experienced,Caged
1,17,Nauplii,0.273,Experienced,Caged
1,17,Nauplii,0.143,Experienced,Caged
1,17,Nauplii,0.146,Experienced,Caged
1,17,Nauplii,0.207,Experienced,Caged
1,17,Nauplii,0.269,Experienced,Caged
1,17,Nauplii,0.184,Experienced,Caged
1,17,Nauplii,0.133,Experienced,Caged
1,17,Nauplii,0.246,Experienced,Caged
1,17,Nauplii,0.192,Experienced,Caged
1,17,Nauplii,0.249,Experienced,Caged
1,17,Nauplii,0.151,Experienced,Caged
1,17,Nauplii,0.182,Experienced,Caged
1,17,Nauplii,0.293,Experienced,Caged
1,17,Nauplii,0.182,Experienced,Caged
1,17,Nauplii,0.134,Experienced,Caged
1,17,Nauplii,0.166,Experienced,Caged
1,17,Nauplii,0.127,Experienced,Caged
1,17,Nauplii,0.257,Experienced,Caged
1,17,Nauplii,0.178,Experienced,Caged
1,17,Nauplii,0.258,Experienced,Caged
1,17,Nauplii,0.218,Experienced,Caged
1,17,Nauplii,0.259,Experienced,Caged
1,17,Nauplii,0.18,Experienced,Caged
1,17,Nauplii,0.258,Experienced,Caged
1,17,Nauplii,0.134,Experienced,Caged
2,17,Keratella,0.107,Experienced,Caged
2,17,Keratella,0.1,Experienced,Caged
2,17,Keratella,0.094,Experienced,Caged
2,17,Keratella,0.095,Experienced,Caged
2,17,Keratella,0.086,Experienced,Caged
2,17,Keratella,0.099,Experienced,Caged
2,17,Keratella,0.085,Experienced,Caged
2,17,Keratella,0.093,Experienced,Caged
2,17,Keratella,0.092,Experienced,Caged
2,17,Keratella,0.091,Experienced,Caged
2,17,Keratella,0.079,Experienced,Caged
2,17,Keratella,0.095,Experienced,Caged
2,17,Keratella,0.091,Experienced,Caged
2,17,Keratella,0.095,Experienced,Caged
2,17,Keratella,0.096,Experienced,Caged
