SampleCode,Year,Month,Date,Site,Station,Species,Genus,Abbrv,Rare_genera,Broad_Taxa_group,Density_N_mL,Density_%,Biovolume_um3_mL,Biovolume_%,Total_Sample_Density,Total_Sample_Biovolume,Cells_mL
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Synedra radians,Synedra,Syne,N,Diatom (Bacillariophyceae),1.939784946,2.105263158,1047.483871,3.62282379,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Rhopalodia musculus,Rhopalodia,Rhop,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,436.4516129,1.509509912,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Nitzschia paleacea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,95.04946237,0.328737714,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Nitzschia palea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,174.5806452,0.603803965,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Sphaerocystis schroeteri,Sphaerocystis,Spha,N,Green algae (Chlorophyta & Charophyta),0.969892473,1.052631579,271.5698925,0.939250612,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,179.4301075,0.620576297,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Stephanodiscus astraea minutula,Stephanodiscus,Step,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,339.4623656,1.174063265,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Navicula graciloides,Navicula,Navi,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,421.9032258,1.459192915,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,135.7849462,0.469625306,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Hannaea arcus,Hannaea,Hann,Y,Diatom (Bacillariophyceae),0.969892473,1.052631579,1697.311828,5.870316326,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Synedra tenera,Synedra,Syne,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,290.9677419,1.006339942,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Cocconeis placentula,Cocconeis,Cocc,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,446.1505376,1.543054577,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Navicula sp.,Navicula,Navi,N,Diatom (Bacillariophyceae),0.969892473,1.052631579,145.483871,0.503169971,92,28913,
16_07HC_Phyto_L_spatial,2016,July,7/6/2016,Hills Creek,spatial,Ceratium hirundinella,Ceratium,Cera,N,Dinoflagellate (Dinoflagellata),0.969892473,1.052631579,9504.946237,32.87377143,92,28913,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),7.00310559,20,175.0776398,1.188401204,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Aphanizomenon flos-aquae,Aphanizomenon,Apha,N,Bluegreen algae (Cyanobacteria),6.419513458,18.33333333,6470.869565,43.92330851,35,14732,103
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),5.835921325,16.66666667,116.7184265,0.792267469,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),4.66873706,13.33333333,2427.743271,16.47916337,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Dolichospermum flos-aquae,Dolichospermum,Doli,N,Bluegreen algae (Cyanobacteria),2.917960663,8.333333333,3128.05383,21.23276818,35,14732,47
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Navicula minima,Navicula,Navi,N,Diatom (Bacillariophyceae),1.750776398,5,77.03416149,0.52289653,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Chlamydomonas sp.,Chlamydomonas,Chla,N,Green algae (Chlorophyta & Charophyta),1.167184265,3.333333333,379.3348861,2.574869276,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,105.0465839,0.713040723,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Oocystis pusilla,Oocystis,Oocy,N,Green algae (Chlorophyta & Charophyta),0.583592133,1.666666667,126.0559006,0.855648867,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Synedra mazamaensis,Synedra,Syne,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,149.3995859,1.014102361,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Anomoeoneis vitrea,Anomoeoneis,Anom,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,70.0310559,0.475360482,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Nitzschia linearis,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,889.3944099,6.037078118,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Nitzschia recta,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,195.5033644,1.327048011,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Nitzschia tryblionella,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,309.3038302,2.099508794,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Nitzschia paleacea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,57.19202899,0.38821106,35,14732,
16_07LPC_Phyto_L_depth,2016,July,7/7/2016,Lookout Point,C (depth),Navicula cryptocephala veneta,Navicula,Navi,N,Diatom (Bacillariophyceae),0.583592133,1.666666667,55.44125259,0.376327048,35,14732,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),66.28871391,71.79487179,1325.774278,18.06840181,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),11.83727034,12.82051282,295.9317585,4.033125403,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),5.524059493,5.982905983,2872.510936,39.14820391,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Dolichospermum flos-aquae,Dolichospermum,Doli,N,Bluegreen algae (Cyanobacteria),1.578302712,1.709401709,1057.462817,14.41170144,92,7338,16
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),1.578302712,1.709401709,78.91513561,1.075500108,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Nitzschia paleacea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.789151356,0.854700855,77.3368329,1.053990105,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Chlamydomonas sp.,Chlamydomonas,Chla,N,Green algae (Chlorophyta & Charophyta),0.789151356,0.854700855,256.4741907,3.49537535,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Navicula sp.,Navicula,Navi,N,Diatom (Bacillariophyceae),0.789151356,0.854700855,118.3727034,1.613250161,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Diploneis elliptica,Diploneis,Dipl,N,Diatom (Bacillariophyceae),0.789151356,0.854700855,205.1793526,2.79630028,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Cocconeis placentula,Cocconeis,Cocc,N,Diatom (Bacillariophyceae),0.789151356,0.854700855,363.0096238,4.947300495,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.789151356,0.854700855,94.69816273,1.290600129,92,7338,
16_07LP_Phyto_L_spatial,2016,July,7/7/2016,Lookout Point,spatial,Denticula elegans,Denticula,Dent,N,Diatom (Bacillariophyceae),0.789151356,0.854700855,591.8635171,8.066250807,92,7338,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),45.65580986,20.3539823,913.1161972,2.411786295,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Sphaerocystis schroeteri,Sphaerocystis,Spha,N,Green algae (Chlorophyta & Charophyta),39.70070423,17.69911504,13895.24648,36.70109579,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Elakatothrix gelatinosa,Elakatothrix,Elak,N,Green algae (Chlorophyta & Charophyta),39.70070423,17.69911504,3334.859155,8.80826299,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),19.85035211,8.849557522,545.8846831,1.441828763,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),17.8653169,7.96460177,9289.964789,24.53730404,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),15.88028169,7.079646018,794.0140845,2.097205474,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Achnanthes recurvata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),9.925176056,4.424778761,794.0140845,2.097205474,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Oocystis pusilla,Oocystis,Oocy,N,Green algae (Chlorophyta & Charophyta),7.940140845,3.539823009,1286.302817,3.397472867,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Chlamydomonas sp.,Chlamydomonas,Chla,N,Green algae (Chlorophyta & Charophyta),5.955105634,2.654867257,1935.409331,5.111938342,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Nitzschia acicularis,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),5.955105634,2.654867257,1667.429577,4.404131495,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Nitzschia dissipata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),3.970070423,1.769911504,1067.948944,2.820741362,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Nephrocytium sp.,Nephrocytium,Neph,Y,Green algae (Chlorophyta & Charophyta),1.985035211,0.884955752,754.3133803,1.9923452,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Achnanthes linearis,Achnanthes,Achn,N,Diatom (Bacillariophyceae),1.985035211,0.884955752,262.0246479,0.692077806,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),1.985035211,0.884955752,357.306338,0.943742463,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),1.985035211,0.884955752,367.2315141,0.969957532,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Dinobryon sertularia,Dinobryon,Dino,N,Golden algae (Chrysophyceae),1.985035211,0.884955752,238.2042254,0.629161642,224,37861,
16_07BRC_Phyto_L_depth,2016,July,7/8/2016,Blue River,C (depth),Nitzschia palea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.985035211,0.884955752,357.306338,0.943742463,224,37861,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),194.981203,37.39837398,3899.62406,3.676264915,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Sphaerocystis schroeteri,Sphaerocystis,Spha,N,Green algae (Chlorophyta & Charophyta),139.8778195,26.82926829,68540.13158,64.61435182,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),42.38721805,8.130081301,1059.680451,0.998985031,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Elakatothrix gelatinosa,Elakatothrix,Elak,N,Green algae (Chlorophyta & Charophyta),25.43233083,4.87804878,2884.026316,2.718837661,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Chromulina sp.,Chromulina,Chro,N,Golden algae (Chrysophyceae),25.43233083,4.87804878,508.6466165,0.479512815,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Achnanthes recurvata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),16.95488722,3.25203252,1356.390977,1.27870084,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),16.95488722,3.25203252,8816.541353,8.31155546,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Nitzschia dissipata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),8.477443609,1.62601626,2280.432331,2.149815787,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Chlamydomonas sp.,Chlamydomonas,Chla,N,Green algae (Chlorophyta & Charophyta),8.477443609,1.62601626,2755.169173,2.597361081,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Oocystis pusilla,Oocystis,Oocy,N,Green algae (Chlorophyta & Charophyta),8.477443609,1.62601626,1831.12782,1.726246134,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Glenodinium sp.,Glenodinium,Glen,N,Dinoflagellate (Dinoflagellata),8.477443609,1.62601626,5934.210526,5.594316175,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Navicula graciloides,Navicula,Navi,N,Diatom (Bacillariophyceae),4.238721805,0.81300813,1843.843985,1.738233954,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),4.238721805,0.81300813,593.4210526,0.559431617,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Nitzschia palea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),4.238721805,0.81300813,762.9699248,0.719269222,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Nephrocytium sp.,Nephrocytium,Neph,Y,Green algae (Chlorophyta & Charophyta),4.238721805,0.81300813,1610.714286,1.518457247,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),4.238721805,0.81300813,211.9360902,0.199797006,521,106076,
16_07BR_Phyto_L_spatial,2016,July,7/8/2016,Blue River,spatial,Nitzschia acicularis,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),4.238721805,0.81300813,1186.842105,1.118863235,521,106076,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),90.67307692,57.5,1813.461538,4.313308745,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Dolichospermum flos-aquae,Dolichospermum,Doli,N,Bluegreen algae (Cyanobacteria),21.02564103,13.33333333,28174.35897,67.01256486,158,42043.4,421
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),7.884615385,5,4100,9.751828468,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),6.570512821,4.166666667,394.2307692,0.937675814,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),5.256410256,3.333333333,197.1153846,0.468837907,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Oocystis pusilla,Oocystis,Oocy,N,Green algae (Chlorophyta & Charophyta),3.942307692,2.5,1277.307692,3.038069638,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Synedra rumpens,Synedra,Syne,N,Diatom (Bacillariophyceae),2.628205128,1.666666667,367.9487179,0.875164093,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Nitzschia paleacea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),2.628205128,1.666666667,257.5641026,0.612614865,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Melosira italica,Melosira,Melo,N,Diatom (Bacillariophyceae),2.628205128,1.666666667,2475.769231,5.888604113,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),2.628205128,1.666666667,486.2179487,1.156466838,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Asterionella formosa,Asterionella,Aste,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,289.1025641,0.68762893,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Nitzschia palea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,236.5384615,0.562605489,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Crucigenia quadrata,Crucigenia,Cruc,Y,Green algae (Chlorophyta & Charophyta),1.314102564,0.833333333,111.6987179,0.265674814,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Navicula pupula,Navicula,Navi,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,354.8076923,0.843908233,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Elakatothrix gelatinosa,Elakatothrix,Elak,N,Green algae (Chlorophyta & Charophyta),1.314102564,0.833333333,55.19230769,0.131274614,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,157.6923077,0.375070326,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Denticula elegans,Denticula,Dent,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,985.5769231,2.344189536,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,236.5384615,0.562605489,158,42043.4,
16_08FCC_Phyto_L_depth,2016,August,8/8/2016,Fall Creek,C (depth),Cyclotella stelligera,Cyclotella,Cycl,N,Diatom (Bacillariophyceae),1.314102564,0.833333333,72.27564103,0.171907233,158,42043.4,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),134.2261905,72,2684.52381,9.840367374,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Dolichospermum flos-aquae,Dolichospermum,Doli,N,Bluegreen algae (Cyanobacteria),14.91402116,8,13989.35185,51.27924776,186,27281,209
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),10.43981481,5.6,5428.703704,19.89940958,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Oocystis pusilla,Oocystis,Oocy,N,Green algae (Chlorophyta & Charophyta),2.982804233,1.6,1610.714286,5.904220424,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Achnanthes minutissima,Achnanthes,Achn,N,Diatom (Bacillariophyceae),2.982804233,1.6,149.1402116,0.546687076,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),2.982804233,1.6,536.9047619,1.968073475,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),2.982804233,1.6,357.9365079,1.312048983,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Chromulina sp.,Chromulina,Chro,N,Golden algae (Chrysophyceae),1.491402116,0.8,29.82804233,0.109337415,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),1.491402116,0.8,275.9093915,1.011371091,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Caloneis ventricosa minuta,Caloneis,Calo,N,Diatom (Bacillariophyceae),1.491402116,0.8,417.5925926,1.530723814,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Nitzschia paleacea,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.491402116,0.8,146.1574074,0.535753335,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Achnanthes recurvata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),1.491402116,0.8,119.3121693,0.437349661,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Navicula mournei,Navicula,Navi,N,Diatom (Bacillariophyceae),1.491402116,0.8,350.4794974,1.284714629,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Navicula minima,Navicula,Navi,N,Diatom (Bacillariophyceae),1.491402116,0.8,131.2433862,0.481084627,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Navicula sp.,Navicula,Navi,N,Diatom (Bacillariophyceae),1.491402116,0.8,223.7103175,0.820030614,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Cocconeis placentula,Cocconeis,Cocc,N,Diatom (Bacillariophyceae),1.491402116,0.8,686.0449735,2.514760551,186,27281,
16_08FC_Phyto_L_spatial,2016,August,8/8/2016,Fall Creek,spatial,Nitzschia amphibia,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.491402116,0.8,143.1746032,0.524819593,186,27281,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Cryptomonas erosa,Cryptomonas,Cryp,N,Cryptophyte (Cryptophyta),15.39653361,36.61971831,8006.197479,69.46870825,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Rhodomonas minuta,Rhodomonas,Rhod,N,Cryptophyte (Cryptophyta),14.21218487,33.8028169,284.2436975,2.466344672,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Nitzschia frustulum,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),1.184348739,2.816901408,142.1218487,1.233172336,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Gomphonema angustatum,Gomphonema,Gomp,N,Diatom (Bacillariophyceae),1.184348739,2.816901408,213.1827731,1.849758504,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Mallomonas sp.,Mallomonas,Mall,Y,Golden algae (Chrysophyceae),0.59217437,1.408450704,225.0262605,1.952522865,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Nitzschia dissipata,Nitzschia,Nitz,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,159.2949055,1.38218066,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Diatoma tenue,Diatoma,Diat,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,171.7305672,1.490083239,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Achnanthes lanceolata,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,106.5913866,0.924879252,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Ankistrodesmus falcatus,Ankistrodesmus,Anki,N,Green algae (Chlorophyta & Charophyta),0.59217437,1.408450704,14.80435924,0.128455452,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Synedra tenera,Synedra,Syne,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,177.6523109,1.54146542,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Synedra mazamaensis,Synedra,Syne,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,151.5966387,1.315383825,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Achnanthes linearis,Achnanthes,Achn,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,78.16701681,0.678244785,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Navicula cryptocephala,Navicula,Navi,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,109.5522584,0.950570342,42,11525,
16_08LPC_Phyto_L_depth,2016,August,8/9/2016,Lookout Point,C (depth),Navicula minima,Navicula,Navi,N,Diatom (Bacillariophyceae),0.59217437,1.408450704,26.05567227,0.226081595,42,11525,
