lake,date_yyyy_mm_dd,zoo_order,zoo_taxa,zoo_lifestage,zoo_length_unit,zoo_length_measurement
Greiner Lake,2018,Copepoda,Leptodiaptomus minutus,Copepodite 2,mm,0.582
Greiner Lake,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.776
Greiner Lake,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.873
Greiner Lake,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.9312
Greiner Lake,2018,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,1.0282
Greiner Lake,2018,Copepoda,Leptodiaptomus minutus,Adult,mm,1.261
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.679
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.5432
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.5432
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.679
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.582
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.8342
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.9118
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.679
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.7178
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.776
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.776
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.776
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0088
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0088
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0282
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0476
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0282
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2416
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.164
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.164
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4938
Greiner Lake,2018,Copepoda,Cyclops scutifer,Adult,mm,1.6102
Greiner Lake,2018,Copepoda,Cyclops scutifer,Adult,mm,1.4938
Greiner Lake,2018,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2018,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2018,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2018,Copepoda,Limnocalanus macrurus ,Adult,mm,2.813
Greiner Lake,2018,Cladoceran,Daphnia longiremis,Adult,mm,0.873
Greiner Lake,2018,Cladoceran,Daphnia longiremis,Adult,mm,0.776
Greiner Lake,2018,Cladoceran,Daphnia longiremis,Adult,mm,1.455
Greiner Lake,2018,Cladoceran,Daphnia longiremis,Adult,mm,0.873
Greiner Lake,2018,Cladoceran,Daphnia longiremis,Adult,mm,0.679
Greiner Lake,2018,Cladoceran,Daphnia longiremis,Adult,mm,0.97
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.5044
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.4268
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.8148
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.8924
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.7178
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.97
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.97
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,1.067
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,1.067
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.97
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.776
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.679
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.97
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.6984
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.7566
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.679
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.7954
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.776
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.2222
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.2804
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.2028
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.261
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.2804
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.1058
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.2028
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.9894
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.1252
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.164
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.164
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.2028
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.9118
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.164
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.455
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.455
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.4162
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.552
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.2804
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.2998
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Greiner Lake,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.261
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.522
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.5608
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.91
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.8712
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.619
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.619
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.619
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.619
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.7354
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.7257
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.619
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.6384
Greiner Lake,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.716
Greiner Lake,2019,Copepoda,Cyclops scutifer,Adult,mm,1.7072
Greiner Lake,2019,Copepoda,Cyclops scutifer,Adult,mm,1.6102
Greiner Lake,2019,Copepoda,Cyclops scutifer,Adult,mm,1.5908
Greiner Lake,2019,Cladoceran,Daphnia middendorffiana,Adult,mm,1.843
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.388
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.388
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.3686
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.388
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 1,mm,0.485
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.679
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.679
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.6596
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.8148
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.8342
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.873
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.7954
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.873
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.8148
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.8148
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.7954
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.164
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.1834
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.0282
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2222
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2028
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2416
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.164
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2028
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2998
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2416
LL1,2019,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4356
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4356
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3774
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4162
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.6296
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4938
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3774
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4938
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4162
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5908
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5908
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4356
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.6684
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5908
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5714
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5132
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.455
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.6684
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5908
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4162
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.552
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3968
LL1,2019,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.3774
LL1,2019,Copepoda,Limnocalanus macrurus ,Copepodite 4,mm,1.746
LL1,2019,Copepoda,Limnocalanus macrurus ,Copepodite 4,mm,1.649
LL1,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.8227
LL1,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.7097
LL1,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.328
LL1,2019,Copepoda,Limnocalanus macrurus ,Adult,mm,2.813
LL1,2019,Copepoda,Cyclops scutifer,Copepodite 1,mm,0.485
LL1,2019,Copepoda,Cyclops scutifer,Copepodite 1,mm,0.4462
LL1,2019,Copepoda,Cyclops scutifer,Adult,mm,1.164
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.582
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.8148
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.7372
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.776
LL1,2019,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.97
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.067
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.1834
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.2222
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.261
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.261
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.164
LL1,2019,Copepoda,Leptodiaptomus minutus,Adult,mm,1.261
LL1,2019,Cladoceran,Daphnia middendorffiana,Adult,mm,1.2028
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.776
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.8342
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.8342
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 2,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.9312
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.067
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0282
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,1.0282
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 3,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.3192
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.3192
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.164
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2998
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2804
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.261
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Copepodite 4,mm,1.2804
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4744
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.5908
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.358
Pond 2,2018,Copepoda,Leptodiaptomus sicilis,Adult,mm,1.4744
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 2,mm,0.776
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.9312
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 3,mm,0.873
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Copepodite 4,mm,0.97
Pond 2,2018,Copepoda,Leptodiaptomus minutus,Adult,mm,1.358
Pond 2,2018,Cladoceran,Eurycercus lamellatus,Adult,mm,3.88
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,0.873
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,0.8924
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,0.679
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,1.1058
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,0.8342
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,0.8536
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,0.97
Pond 2,2018,Cladoceran,Daphnia catawba,Adult,mm,1.164
Pond 2,2018,Cladoceran,Daphnia middendorffiana,Adult,mm,2.134
Pond 2,2018,Cladoceran,Daphnia middendorffiana,Adult,mm,1.358
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.57476
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.51438
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.42058
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.4527
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.5718
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.38558
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.47153
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.45062
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.52677
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.51329
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.54632
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.38689
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.44114
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.54946
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.47624
Pond 2,2018,Cladoceran,Bosmina sp.,Adult,mm,0.45581
Pond 2,2018,Cladoceran,Chydorus sphaericus,Adult,mm,0.39547
Pond 2,2018,Copepoda,Cyclops scutifer,Copepodite 2,mm,0.679
