Taxa.x,abundance,date.x,bv,ind.bv
Nephrodiella lunaris,4,,6.619e-4,1.65475e-4
Nephrodiella lunaris,51,,0.00844,1.6549019607843137e-4
Nephrodiella lunaris,3,,4.965e-4,1.6549999999999998e-4
Nephrodiella lunaris,5.679,,9.4e-4,1.655220989610847e-4
Nephrodiella lunaris,126.7979206,,0.02098,1.6546012663870135e-4
Nephrodiella lunaris,84.53194707,,0.01399,1.654995594554924e-4
Nephrodiella lunaris,12.67979206,,0.002098,1.6546012663870135e-4
Nephrodiella lunaris,187.6609225,,0.03106,1.6551128272323184e-4
Nephrodiella lunaris,367.7139698,,0.06085,1.654818826521505e-4
Nephrodiella lunaris,1065.102533,,0.1763,1.6552397026362158e-4
Nephrodiella lunaris,1075.246367,,0.1779,1.6545045438874756e-4
Nephrodiella lunaris,81.15066919,,0.01343,1.6549463034686775e-4
Nephrodiella lunaris,3.186,,3.427e-4,1.0756434400502197e-4
Pseudopedinella gallica,129,,0.03275,2.5387596899224807e-4
Pseudopedinella gallica,19,,0.004824,2.538947368421053e-4
Pseudopedinella gallica,30,,0.007617,2.539e-4
Pseudopedinella gallica,4.058,,0.00103,2.538196155741745e-4
Pseudopedinella gallica,51.115,,0.01298,2.53937200430402e-4
Pseudopedinella gallica,17.038,,0.00433,2.541378096020659e-4
Pseudopedinella gallica,20.2876673,,0.005151,2.538980910831479e-4
Pseudopedinella gallica,10.14383365,,0.002576,2.5394738211228455e-4
Pseudopedinella gallica,15.21575047,,0.003863,2.5388166082352954e-4
Pseudopedinella gallica,5.071916824,,0.001288,2.5394738216235387e-4
Pseudopedinella gallica,1.062,,2.696e-4,2.5386064030131827e-4
Euglena sp.,5.31,,0.004671,8.796610169491526e-4
Phacus curvicauda,0.355136561,,2.402e-4,6.763595370852285e-4
Trachelomonas volvocinopsis,1,,0.001,0.001
Desmarella sp.,10.62,,6.459e-4,6.081920903954803e-5
Katablepharis ovalis,111,,0.00839,7.558558558558559e-5
Katablepharis ovalis,13,,9.826e-4,7.558461538461538e-5
Katablepharis ovalis,5,,3.779e-4,7.558e-5
Katablepharis ovalis,8,,6.047e-4,7.55875e-5
Katablepharis ovalis,25,,0.00189,7.56e-5
Katablepharis ovalis,248,,0.01875,7.560483870967742e-5
Katablepharis ovalis,13,,9.826e-4,7.558461538461538e-5
Katablepharis ovalis,28,,0.002116,7.557142857142856e-5
Katablepharis ovalis,33,,0.002494,7.557575757575759e-5
Katablepharis ovalis,52,,0.003931,7.559615384615383e-5
Katablepharis ovalis,41,,0.003099,7.558536585365854e-5
Katablepharis ovalis,8.115,,6.1e-4,7.51694393099199e-5
Katablepharis ovalis,90.872,,0.00687,7.560084514481909e-5
Katablepharis ovalis,30.43150095,,0.0023,7.55795780096085e-5
Katablepharis ovalis,50.71916824,,0.003834,7.559272229894912e-5
Katablepharis ovalis,101.4383365,,0.007667,7.558286407821761e-5
Katablepharis ovalis,88.75854442,,0.006709,7.558708903847523e-5
Katablepharis ovalis,84.53194707,,0.00639,7.559272229596828e-5
Katablepharis ovalis,84.53194707,,0.00639,7.559272229596828e-5
Katablepharis ovalis,108.6839319,,0.008215,7.558615019153535e-5
Katablepharis ovalis,355.0341777,,0.02684,7.559835555516435e-5
Katablepharis ovalis,15.21575047,,0.00115,7.557957803444446e-5
Katablepharis ovalis,15.21575047,,0.00115,7.557957803444446e-5
Katablepharis ovalis,12.67979206,,9.584e-4,7.558483573428569e-5
Katablepharis ovalis,7.607875236,,5.751e-4,7.559272229894913e-5
Katablepharis ovalis,6.372,,6.372e-4,1e-4
Katablepharis ovalis,26.904,,0.00269,9.998513232233126e-5
Katablepharis ovalis,31.86,,0.003186,1e-4
Katablepharis ovalis,17.7,,0.00177,1e-4
Katablepharis ovalis,31.86,,0.003186,1e-4
Katablepharis ovalis,10.62,,0.001062,1e-4
Katablepharis ovalis,134.52,,0.01345,9.998513232233125e-5
Katablepharis ovalis,5.31,,5.31e-4,1e-4
Katablepharis ovalis,53.1,,0.00531,9.999999999999999e-5
Katablepharis ovalis,7.08,,7.08e-4,9.999999999999999e-5
Salpingoeca sp.,4.058,,2.4e-4,5.914243469689503e-5
Salpingoeca sp.,25.35958412,,0.001529,6.029278685190047e-5
Salpingoeca sp.,20.2876673,,0.001224,6.0332219663322265e-5
