taxa,abundance,date,bv,ind.bv
Gymnodinium mitratum,36,07/08/2018,0.137,0.003805555555555556
Gymnodinium sp.,4,12/04/2018,7.437e-4,1.85925e-4
Gymnodinium sp.,7,07/09/2018,0.004347,6.21e-4
Gymnodinium sp.,11,07/09/2018,0.006831,6.21e-4
Gymnodinium sp.,28.397,12/03/2019,0.07037,0.0024780786702820723
Gymnodinium sp.,0.710273122,08/05/2019,0.00176,0.0024779200359492134
Gymnodinium sp.,14.20546243,06/06/2019,0.0352,0.0024779200376935564
Gymnodinium sp.,10.65409683,06/06/2019,0.0264,0.0024779200359492134
Gymnodinium sp.,17.75682804,25/06/2019,0.02008,0.0011308325988609396
Gymnodinium sp.,29.5947134,25/06/2019,0.03347,0.0011309452315899095
Gymnodinium sp.,96.60793951,11/07/2019,0.03225,3.338234948760269e-4
Gymnodinium sp.,88.75854442,11/07/2019,0.02963,3.3382701568192296e-4
Gymnodinium sp.,10.62,23/06/2020,0.04838,0.004555555555555556
Gymnodinium sp.,21.24,23/06/2020,0.09675,0.004555084745762712
Gymnodinium sp.,10.62,08/07/2020,0.0137,0.001290018832391714
Gymnodinium sp.,1.062,05/08/2020,0.00137,0.0012900188323917137
Gymnodinium uberrimum,1,08/03/2018,0.001,0.001
Gymnodinium uberrimum,9,07/06/2018,1.016,0.11288888888888889
Gymnodinium uberrimum,1,14/11/2018,0.001,0.001
Gymnodinium uberrimum,1,14/11/2018,0.001,0.001
Gymnodinium uberrimum,0.333333333,25/06/2019,0.03762,0.11286000011286
Gymnodinium uberrimum,0.3,11/07/2019,0.03386,0.11286666666666667
Gymnodinium uberrimum,0.4,11/07/2019,0.04515,0.112875
Gymnodinium uberrimum,2.8,29/08/2019,0.316,0.11285714285714286
Gymnodinium uberrimum,1,17/09/2019,0.1129,0.1129
Gymnodinium uberrimum,0.2,21/10/2019,0.02257,0.11284999999999999
Gymnodinium uberrimum,0.11,19/11/2019,0.01242,0.11290909090909092
Gymnodinium uberrimum,0.08,21/01/2020,0.002878,0.035975
Peridiniopsis elpatiewskyi,11,07/08/2018,0.132,0.012
Peridiniopsis elpatiewskyi,4,07/09/2018,0.048,0.012
Peridiniopsis elpatiewskyi,4,07/09/2018,0.048,0.012
Peridiniopsis elpatiewskyi,2,01/10/2018,0.024,0.012
Peridiniopsis elpatiewskyi,4.735,01/04/2019,0.05682,0.012
Peridiniopsis elpatiewskyi,25.35958412,06/06/2019,0.3043,0.01199940813540439
Peridiniopsis elpatiewskyi,42.26597353,25/06/2019,0.5072,0.012000196792817138
Peridiniopsis elpatiewskyi,5.918942681,25/06/2019,0.07103,0.012000454106103887
Peridiniopsis elpatiewskyi,1.183788536,11/07/2019,0.01421,0.01200383309000046
Peridiniopsis elpatiewskyi,6.392458095,29/08/2019,0.07671,0.012000078664575116
Peridinium sp.,0.355136561,08/05/2019,9.062e-4,0.0025516944733831558
Peridinium sp.,0.1,17/03/2020,1.828e-4,0.001828
Peridinium sp.,0.2,15/12/2020,3.656e-4,0.001828
Peridinium umbonatum,3,07/06/2018,0.01185,0.0039499999999999995
Peridinium umbonatum,4,07/08/2018,0.0158,0.00395
Peridinium umbonatum,4,07/09/2018,0.0158,0.00395
Peridinium umbonatum,4,07/09/2018,0.0158,0.00395
Peridinium umbonatum,3.315,12/03/2019,0.0131,0.003951734539969835
Peridinium umbonatum,4.262,01/04/2019,0.01684,0.003951196621304553
Peridinium umbonatum,4.26163873,08/05/2019,0.01684,0.003951531574334083
Peridinium umbonatum,2.485955926,08/05/2019,0.009822,0.0039509952277408155
Peridinium umbonatum,7.102731217,06/06/2019,0.02806,0.003950592968074017
Peridinium umbonatum,7.102731217,06/06/2019,0.02806,0.003950592968074017
Peridinium umbonatum,41.43259876,25/06/2019,0.1637,0.0039509952283765465
Peridinium umbonatum,5.918942681,25/06/2019,0.02339,0.003951719295252287
Peridinium umbonatum,1.183788536,11/07/2019,0.004677,0.003950874550452649
Peridinium umbonatum,11.36436995,29/08/2019,0.0449,0.003950944944378549
Peridinium umbonatum,0.1,17/09/2019,3.951e-4,0.003951
Peridinium umbonatum,1.420546243,21/10/2019,0.005613,0.0039512969237425945
Peridinium umbonatum,7.08,08/07/2020,0.00913,0.00128954802259887
Peridinium umbonatum,1.593,05/08/2020,0.002054,0.0012893910860012554
Peridinium umbonatum,15.93,17/09/2020,0.02054,0.0012893910860012556
Tyrannodinium edax,14,12/04/2018,0.02381,0.0017007142857142859
Tyrannodinium edax,13,09/05/2018,0.02211,0.001700769230769231
Tyrannodinium edax,1,07/06/2018,0.001701,0.001701
Tyrannodinium edax,7,07/09/2018,0.01191,0.0017014285714285714
Tyrannodinium edax,2,01/10/2018,0.003402,0.001701
Tyrannodinium edax,1,14/11/2018,0.001701,0.001701
Tyrannodinium edax,1,03/12/2018,0.001,0.001
Tyrannodinium edax,2,14/01/2019,0.003402,0.001701
Tyrannodinium edax,8.115,18/02/2019,0.0138,0.0017005545286506469
Tyrannodinium edax,1.421,12/03/2019,0.00242,0.0017030260380014072
Tyrannodinium edax,3.788,01/04/2019,0.00644,0.0017001055966209084
Tyrannodinium edax,1.420546243,08/05/2019,0.002416,0.0017007542076896685
Tyrannodinium edax,2.841092487,08/05/2019,0.004833,0.0017011061843689988
Tyrannodinium edax,1.775682804,06/06/2019,0.003021,0.0017013173710950687
Tyrannodinium edax,1.775682804,06/06/2019,0.003021,0.0017013173710950687
Tyrannodinium edax,5.918942681,25/06/2019,0.01007,0.0017013173708076328
Tyrannodinium edax,40.8407045,11/07/2019,0.06947,0.0017009990608756517
Tyrannodinium edax,20.12440511,11/07/2019,0.03423,0.0017009198439853904
Tyrannodinium edax,6.392458095,29/08/2019,0.01087,0.001700441338599029
Tyrannodinium edax,0.2,17/09/2019,3.402e-4,0.0017009999999999998
Aphanizomenon yezoense,430.11,20/10/2020,0.02682,6.235614145218664e-5
Aphanocapsa delicatissima,81995.98866,25/06/2019,0.06964,8.493098398845501e-7
Aphanocapsa delicatissima,48605.86957,25/06/2019,0.04128,8.49280145899877e-7
Aphanocapsa delicatissima,3696.159386,18/12/2019,0.003139,8.492599133818846e-7
Aphanocapsa holsatica,817.8465879,18/12/2019,0.002216,2.7095546191493748e-6
Aphanocapsa nubila,1039.742949,21/10/2019,0.00596,5.73218602322063e-6
Aphanocapsa sp.,675.432,21/01/2020,0.00136,2.013526158073648e-6
Aphanocapsa sp.,5040.96,15/12/2020,0.00247,4.899860344061448e-7
Aphanothece sp.,185.85,17/09/2020,3.743e-4,2.0139897767016413e-6
Chroococcales,279,09/05/2018,0.01412,5.060931899641577e-5
Chroococcus sp.,5.31,14/05/2020,3.684e-4,6.937853107344634e-5
Merismopedia sp.,28.32,23/06/2020,1.334e-4,4.710451977401129e-6
Oscillatoria sp.,118.3788536,11/07/2019,0.003227,2.725993622901582e-5
Oscillatoria sp.,106.2,15/12/2020,0.002895,2.7259887005649717e-5
Planktolyngbya limnetica,710,07/09/2018,6.997e-4,9.85492957746479e-7
Planktolyngbya limnetica,57.05906427,18/12/2019,5.623e-5,9.854700689433512e-7
Planktolyngbya limnetica,47.79,21/01/2020,3.378e-4,7.06842435655995e-6
Planktothrix isothrix,40,12/03/2019,7.9e-4,1.975e-5
Planktothrix sp.,2,14/11/2018,3.53e-5,1.765e-5
Pseudanabaena catenata,609,09/05/2018,0.01515,2.4876847290640393e-5
Pseudanabaena catenata,10,07/06/2018,2.489e-4,2.4889999999999997e-5
Pseudanabaena catenata,43,07/09/2018,0.00107,2.4883720930232557e-5
Pseudanabaena limnetica,584.1,23/06/2020,0.008188,1.4018147577469612e-5
Pseudanabaena limnetica,318.6,05/08/2020,0.004466,1.4017576898932832e-5
Pseudanabaena limnetica,982.35,17/09/2020,0.01377,1.401740723774622e-5
Pseudanabaena limnetica,35,15/12/2020,4.906e-4,1.4017142857142856e-5
Chrysochromulina parva,25,09/05/2018,5.567e-4,2.2268e-5
Chrysochromulina parva,1319,07/08/2018,0.02937,2.2266868840030327e-5
Chrysochromulina parva,6222,07/09/2018,0.1386,2.227579556412729e-5
Chrysochromulina parva,6515,07/09/2018,0.1451,2.227168073676132e-5
Chrysochromulina parva,6199,01/10/2018,0.138,2.2261655105662204e-5
Chrysochromulina parva,561,14/11/2018,0.01249,2.2263814616755792e-5
Chrysochromulina parva,522,14/11/2018,0.01162,2.2260536398467432e-5
Chrysochromulina parva,751,03/12/2018,0.01672,2.2263648468708388e-5
Chrysochromulina parva,117,14/01/2019,0.002605,2.2264957264957266e-5
Chrysochromulina parva,8.115,18/02/2019,1.8e-4,2.2181146025878004e-5
Chrysochromulina parva,6764.26,12/03/2019,0.1506,2.2264076188674e-5
Chrysochromulina parva,14332.733,01/04/2019,0.3192,2.227070022165347e-5
Chrysochromulina parva,309.3869263,08/05/2019,0.00689,2.2269848575692708e-5
Chrysochromulina parva,547.767017,08/05/2019,0.0122,2.227224279916803e-5
Chrysochromulina parva,786.1471078,06/06/2019,0.01751,2.2273185039122017e-5
Chrysochromulina parva,1394.777127,06/06/2019,0.03106,2.226879076143611e-5
Chrysochromulina parva,9805.70586,25/06/2019,0.2184,2.2272746410935073e-5
Chrysochromulina parva,11411.81285,25/06/2019,0.2541,2.2266400907547303e-5
Chrysochromulina parva,6153.925747,11/07/2019,0.137,2.2262212063053676e-5
Chrysochromulina parva,5680.546843,11/07/2019,0.1265,2.226898281032272e-5
Chrysochromulina parva,233.3081739,29/08/2019,0.005196,2.2270972821668465e-5
Chrysochromulina parva,38.03937618,17/09/2019,8.471e-4,2.226902975463043e-5
Chrysochromulina parva,65.93491871,21/10/2019,0.001468,2.2264378704350416e-5
Chrysochromulina parva,111.5821701,19/11/2019,0.002485,2.227058317447081e-5
Chrysochromulina parva,197.8047561,18/12/2019,0.004405,2.2269434197896926e-5
Chrysochromulina parva,4.248,21/01/2020,2.238e-4,5.268361581920903e-5
Chrysochromulina parva,21.24,17/03/2020,0.001119,5.2683615819209046e-5
Chrysochromulina parva,14.16,23/06/2020,7.46e-4,5.268361581920904e-5
Chrysochromulina parva,269.748,05/08/2020,0.01421,5.267879650636891e-5
Ellipsoidion sp.,10,07/06/2018,0.01034,0.001034
Ellipsoidion sp.,15.21575047,29/08/2019,0.01573,0.0010337971847667925
Nephrodiella lunaris,3,07/06/2018,4.965e-4,1.6549999999999998e-4
Nephrodiella lunaris,51,07/08/2018,0.00844,1.6549019607843137e-4
Nephrodiella lunaris,4,07/09/2018,6.619e-4,1.65475e-4
Nephrodiella lunaris,51,01/10/2018,0.00844,1.6549019607843137e-4
Nephrodiella lunaris,3,14/11/2018,4.965e-4,1.6549999999999998e-4
Nephrodiella lunaris,5.679,01/04/2019,9.4e-4,1.655220989610847e-4
Nephrodiella lunaris,126.7979206,25/06/2019,0.02098,1.6546012663870135e-4
Nephrodiella lunaris,84.53194707,25/06/2019,0.01399,1.654995594554924e-4
Nephrodiella lunaris,12.67979206,11/07/2019,0.002098,1.6546012663870135e-4
Nephrodiella lunaris,187.6609225,29/08/2019,0.03106,1.6551128272323184e-4
Nephrodiella lunaris,367.7139698,17/09/2019,0.06085,1.654818826521505e-4
Nephrodiella lunaris,1065.102533,21/10/2019,0.1763,1.6552397026362158e-4
Nephrodiella lunaris,1075.246367,19/11/2019,0.1779,1.6545045438874756e-4
Nephrodiella lunaris,81.15066919,18/12/2019,0.01343,1.6549463034686775e-4
Nephrodiella lunaris,3.186,21/01/2020,3.427e-4,1.0756434400502197e-4
Pseudopedinella gallica,129,12/04/2018,0.03275,2.5387596899224807e-4
Pseudopedinella gallica,19,07/06/2018,0.004824,2.538947368421053e-4
Pseudopedinella gallica,30,09/07/2018,0.007617,2.539e-4
Pseudopedinella gallica,4.058,18/02/2019,0.00103,2.538196155741745e-4
Pseudopedinella gallica,51.115,12/03/2019,0.01298,2.53937200430402e-4
Pseudopedinella gallica,17.038,01/04/2019,0.00433,2.541378096020659e-4
Pseudopedinella gallica,20.2876673,08/05/2019,0.005151,2.538980910831479e-4
Pseudopedinella gallica,10.14383365,08/05/2019,0.002576,2.5394738211228455e-4
Pseudopedinella gallica,15.21575047,21/10/2019,0.003863,2.5388166082352954e-4
Pseudopedinella gallica,5.071916824,18/12/2019,0.001288,2.5394738216235387e-4
Pseudopedinella gallica,1.062,21/01/2020,2.696e-4,2.5386064030131827e-4
Euglena sp.,5.31,17/03/2020,0.004671,8.796610169491526e-4
Phacus curvicauda,0.355136561,08/05/2019,2.402e-4,6.763595370852285e-4
Trachelomonas volvocinopsis,1,03/12/2018,0.001,0.001
Desmarella sp.,10.62,20/04/2020,6.459e-4,6.081920903954803e-5
Katablepharis ovalis,111,12/04/2018,0.00839,7.558558558558559e-5
Katablepharis ovalis,13,09/05/2018,9.826e-4,7.558461538461538e-5
Katablepharis ovalis,5,07/06/2018,3.779e-4,7.558e-5
Katablepharis ovalis,8,09/07/2018,6.047e-4,7.55875e-5
Katablepharis ovalis,25,07/08/2018,0.00189,7.56e-5
Katablepharis ovalis,248,07/09/2018,0.01875,7.560483870967742e-5
Katablepharis ovalis,13,01/10/2018,9.826e-4,7.558461538461538e-5
Katablepharis ovalis,28,14/11/2018,0.002116,7.557142857142856e-5
Katablepharis ovalis,33,14/11/2018,0.002494,7.557575757575759e-5
Katablepharis ovalis,52,03/12/2018,0.003931,7.559615384615383e-5
Katablepharis ovalis,41,14/01/2019,0.003099,7.558536585365854e-5
Katablepharis ovalis,8.115,18/02/2019,6.1e-4,7.51694393099199e-5
Katablepharis ovalis,90.872,12/03/2019,0.00687,7.560084514481909e-5
Katablepharis ovalis,30.43150095,08/05/2019,0.0023,7.55795780096085e-5
Katablepharis ovalis,50.71916824,08/05/2019,0.003834,7.559272229894912e-5
Katablepharis ovalis,101.4383365,06/06/2019,0.007667,7.558286407821761e-5
Katablepharis ovalis,88.75854442,06/06/2019,0.006709,7.558708903847523e-5
Katablepharis ovalis,84.53194707,25/06/2019,0.00639,7.559272229596828e-5
Katablepharis ovalis,84.53194707,25/06/2019,0.00639,7.559272229596828e-5
Katablepharis ovalis,108.6839319,11/07/2019,0.008215,7.558615019153535e-5
Katablepharis ovalis,355.0341777,11/07/2019,0.02684,7.559835555516435e-5
Katablepharis ovalis,15.21575047,29/08/2019,0.00115,7.557957803444446e-5
Katablepharis ovalis,15.21575047,21/10/2019,0.00115,7.557957803444446e-5
Katablepharis ovalis,12.67979206,19/11/2019,9.584e-4,7.558483573428569e-5
Katablepharis ovalis,7.607875236,18/12/2019,5.751e-4,7.559272229894913e-5
Katablepharis ovalis,6.372,21/01/2020,6.372e-4,1e-4
Katablepharis ovalis,26.904,18/02/2020,0.00269,9.998513232233126e-5
Katablepharis ovalis,31.86,17/03/2020,0.003186,1e-4
Katablepharis ovalis,17.7,20/04/2020,0.00177,1e-4
Katablepharis ovalis,31.86,14/05/2020,0.003186,1e-4
Katablepharis ovalis,10.62,23/06/2020,0.001062,1e-4
Katablepharis ovalis,134.52,23/06/2020,0.01345,9.998513232233125e-5
Katablepharis ovalis,5.31,05/08/2020,5.31e-4,1e-4
Katablepharis ovalis,53.1,20/10/2020,0.00531,9.999999999999999e-5
Katablepharis ovalis,7.08,12/11/2020,7.08e-4,9.999999999999999e-5
Salpingoeca sp.,4.058,18/02/2019,2.4e-4,5.914243469689503e-5
Salpingoeca sp.,25.35958412,21/10/2019,0.001529,6.029278685190047e-5
Salpingoeca sp.,20.2876673,19/11/2019,0.001224,6.0332219663322265e-5
